num_mes,anio,mes,departamento,salario,cant_salario,cod_dpto
7,2018,Jul,Nariño,$4.000.001 0 $6.000.000,15,17
7,2018,Jul,Nariño,$6.000.001 0 $8.000.000,3,17
7,2018,Jul,Nariño,$8.000.001 0 $10.000.000,1,17
7,2018,Jul,Nariño,$10.000.0010$12.000.000,0,17
7,2018,Jul,Nariño,$12.000.0010$15.000.000,0,17
7,2018,Jul,Nariño,>$15.000.001,0,17
7,2018,Jul,Nariño,A convenir,92,17
7,2018,Jul,Nariño,No especifica Salario,0,17
7,2018,Jul,Norte de Santander,Salario Mínimo,650,18
7,2018,Jul,Norte de Santander,Salario Mínimo 0 $1.000.000,106,18
7,2018,Jul,Norte de Santander,$1.000.001 0 $1.500.000,152,18
7,2018,Jul,Norte de Santander,$1.500.001 0 $2.000.000,43,18
7,2018,Jul,Norte de Santander,$2.000.001 0 $3.000.000,50,18
7,2018,Jul,Norte de Santander,$3.000.001 0 $4.000.000,20,18
7,2018,Jul,Norte de Santander,$4.000.001 0 $6.000.000,16,18
7,2018,Jul,Norte de Santander,$6.000.001 0 $8.000.000,0,18
7,2018,Jul,Norte de Santander,$8.000.001 0 $10.000.000,0,18
7,2018,Jul,Norte de Santander,$10.000.0010$12.000.000,1,18
7,2018,Jul,Norte de Santander,$12.000.0010$15.000.000,0,18
7,2018,Jul,Norte de Santander,>$15.000.001,0,18
7,2018,Jul,Norte de Santander,A convenir,269,18
7,2018,Jul,Norte de Santander,No especifica Salario,0,18
7,2018,Jul,Putumayo,Salario Mínimo,281,27
7,2018,Jul,Putumayo,Salario Mínimo 0 $1.000.000,28,27
7,2018,Jul,Putumayo,$1.000.001 0 $1.500.000,161,27
7,2018,Jul,Putumayo,$1.500.001 0 $2.000.000,28,27
7,2018,Jul,Putumayo,$2.000.001 0 $3.000.000,30,27
7,2018,Jul,Putumayo,$3.000.001 0 $4.000.000,9,27
7,2018,Jul,Putumayo,$4.000.001 0 $6.000.000,7,27
7,2018,Jul,Putumayo,$6.000.001 0 $8.000.000,2,27
7,2018,Jul,Putumayo,$8.000.001 0 $10.000.000,0,27
7,2018,Jul,Putumayo,$10.000.0010$12.000.000,0,27
7,2018,Jul,Putumayo,$12.000.0010$15.000.000,0,27
7,2018,Jul,Putumayo,>$15.000.001,0,27
7,2018,Jul,Putumayo,A convenir,32,27
7,2018,Jul,Putumayo,No especifica Salario,0,27
7,2018,Jul,Quindío,Salario Mínimo,503,19
7,2018,Jul,Quindío,Salario Mínimo 0 $1.000.000,84,19
7,2018,Jul,Quindío,$1.000.001 0 $1.500.000,119,19
7,2018,Jul,Quindío,$1.500.001 0 $2.000.000,48,19
7,2018,Jul,Quindío,$2.000.001 0 $3.000.000,23,19
7,2018,Jul,Quindío,$3.000.001 0 $4.000.000,19,19
7,2018,Jul,Quindío,$4.000.001 0 $6.000.000,6,19
7,2018,Jul,Quindío,$6.000.001 0 $8.000.000,1,19
7,2018,Jul,Quindío,$8.000.001 0 $10.000.000,0,19
7,2018,Jul,Quindío,$10.000.0010$12.000.000,0,19
7,2018,Jul,Quindío,$12.000.0010$15.000.000,0,19
7,2018,Jul,Quindío,>$15.000.001,0,19
7,2018,Jul,Quindío,A convenir,123,19
7,2018,Jul,Quindío,No especifica Salario,0,19
7,2018,Jul,Risaralda,Salario Mínimo,1322,20
7,2018,Jul,Risaralda,Salario Mínimo 0 $1.000.000,335,20
7,2018,Jul,Risaralda,$1.000.001 0 $1.500.000,376,20
7,2018,Jul,Risaralda,$1.500.001 0 $2.000.000,158,20
7,2018,Jul,Risaralda,$2.000.001 0 $3.000.000,133,20
7,2018,Jul,Risaralda,$3.000.001 0 $4.000.000,40,20
7,2018,Jul,Risaralda,$4.000.001 0 $6.000.000,13,20
7,2018,Jul,Risaralda,$6.000.001 0 $8.000.000,1,20
7,2018,Jul,Risaralda,$8.000.001 0 $10.000.000,2,20
7,2018,Jul,Risaralda,$10.000.0010$12.000.000,0,20
7,2018,Jul,Risaralda,$12.000.0010$15.000.000,0,20
7,2018,Jul,Risaralda,>$15.000.001,1,20
7,2018,Jul,Risaralda,A convenir,310,20
7,2018,Jul,Risaralda,No especifica Salario,0,20
7,2018,Jul,"Archipiélago de San Andrés, Providencia y Santa Catalina",Salario Mínimo,88,28
7,2018,Jul,"Archipiélago de San Andrés, Providencia y Santa Catalina",Salario Mínimo 0 $1.000.000,16,28
7,2018,Jul,"Archipiélago de San Andrés, Providencia y Santa Catalina",$1.000.001 0 $1.500.000,34,28
7,2018,Jul,"Archipiélago de San Andrés, Providencia y Santa Catalina",$1.500.001 0 $2.000.000,11,28
7,2018,Jul,"Archipiélago de San Andrés, Providencia y Santa Catalina",$2.000.001 0 $3.000.000,11,28
7,2018,Jul,"Archipiélago de San Andrés, Providencia y Santa Catalina",$3.000.001 0 $4.000.000,2,28
7,2018,Jul,"Archipiélago de San Andrés, Providencia y Santa Catalina",$4.000.001 0 $6.000.000,7,28
7,2018,Jul,"Archipiélago de San Andrés, Providencia y Santa Catalina",$6.000.001 0 $8.000.000,0,28
7,2018,Jul,"Archipiélago de San Andrés, Providencia y Santa Catalina",$8.000.001 0 $10.000.000,0,28
7,2018,Jul,"Archipiélago de San Andrés, Providencia y Santa Catalina",$10.000.0010$12.000.000,0,28
7,2018,Jul,"Archipiélago de San Andrés, Providencia y Santa Catalina",$12.000.0010$15.000.000,0,28
7,2018,Jul,"Archipiélago de San Andrés, Providencia y Santa Catalina",>$15.000.001,0,28
7,2018,Jul,"Archipiélago de San Andrés, Providencia y Santa Catalina",A convenir,6,28
7,2018,Jul,"Archipiélago de San Andrés, Providencia y Santa Catalina",No especifica Salario,0,28
7,2018,Jul,Santander,Salario Mínimo,2303,21
7,2018,Jul,Santander,Salario Mínimo 0 $1.000.000,510,21
7,2018,Jul,Santander,$1.000.001 0 $1.500.000,927,21
7,2018,Jul,Santander,$1.500.001 0 $2.000.000,290,21
7,2018,Jul,Santander,$2.000.001 0 $3.000.000,314,21
7,2018,Jul,Santander,$3.000.001 0 $4.000.000,101,21
7,2018,Jul,Santander,$4.000.001 0 $6.000.000,60,21
7,2018,Jul,Santander,$6.000.001 0 $8.000.000,15,21
7,2018,Jul,Santander,$8.000.001 0 $10.000.000,9,21
7,2018,Jul,Santander,$10.000.0010$12.000.000,11,21
7,2018,Jul,Santander,$12.000.0010$15.000.000,6,21
7,2018,Jul,Santander,>$15.000.001,6,21
7,2018,Jul,Santander,A convenir,800,21
7,2018,Jul,Santander,No especifica Salario,0,21
7,2018,Jul,Sucre,Salario Mínimo,142,22
7,2018,Jul,Sucre,Salario Mínimo 0 $1.000.000,36,22
7,2018,Jul,Sucre,$1.000.001 0 $1.500.000,57,22
7,2018,Jul,Sucre,$1.500.001 0 $2.000.000,26,22
7,2018,Jul,Sucre,$2.000.001 0 $3.000.000,45,22
7,2018,Jul,Sucre,$3.000.001 0 $4.000.000,12,22
7,2018,Jul,Sucre,$4.000.001 0 $6.000.000,6,22
7,2018,Jul,Sucre,$6.000.001 0 $8.000.000,1,22
7,2018,Jul,Sucre,$8.000.001 0 $10.000.000,2,22
7,2018,Jul,Sucre,$10.000.0010$12.000.000,0,22
7,2018,Jul,Sucre,$12.000.0010$15.000.000,0,22
7,2018,Jul,Sucre,>$15.000.001,0,22
7,2018,Jul,Sucre,A convenir,58,22
7,2018,Jul,Sucre,No especifica Salario,0,22
7,2018,Jul,Tolima,Salario Mínimo,935,23
7,2018,Jul,Tolima,Salario Mínimo 0 $1.000.000,168,23
7,2018,Jul,Tolima,$1.000.001 0 $1.500.000,313,23
7,2018,Jul,Tolima,$1.500.001 0 $2.000.000,90,23
7,2018,Jul,Tolima,$2.000.001 0 $3.000.000,110,23
7,2018,Jul,Tolima,$3.000.001 0 $4.000.000,38,23
7,2018,Jul,Tolima,$4.000.001 0 $6.000.000,14,23
7,2018,Jul,Tolima,$6.000.001 0 $8.000.000,4,23
7,2018,Jul,Tolima,$8.000.001 0 $10.000.000,0,23
7,2018,Jul,Tolima,$10.000.0010$12.000.000,3,23
7,2018,Jul,Tolima,$12.000.0010$15.000.000,3,23
7,2018,Jul,Tolima,>$15.000.001,4,23
7,2018,Jul,Tolima,A convenir,217,23
7,2018,Jul,Tolima,No especifica Salario,0,23
7,2018,Jul,Valle del Cauca,Salario Mínimo,5458,24
7,2018,Jul,Valle del Cauca,Salario Mínimo 0 $1.000.000,1538,24
7,2018,Jul,Valle del Cauca,$1.000.001 0 $1.500.000,1798,24
7,2018,Jul,Valle del Cauca,$1.500.001 0 $2.000.000,746,24
7,2018,Jul,Valle del Cauca,$2.000.001 0 $3.000.000,562,24
7,2018,Jul,Valle del Cauca,$3.000.001 0 $4.000.000,194,24
7,2018,Jul,Valle del Cauca,$4.000.001 0 $6.000.000,144,24
7,2018,Jul,Valle del Cauca,$6.000.001 0 $8.000.000,31,24
7,2018,Jul,Valle del Cauca,$8.000.001 0 $10.000.000,18,24
7,2018,Jul,Valle del Cauca,$10.000.0010$12.000.000,7,24
7,2018,Jul,Valle del Cauca,$12.000.0010$15.000.000,6,24
7,2018,Jul,Valle del Cauca,>$15.000.001,2,24
7,2018,Jul,Valle del Cauca,A convenir,1147,24
7,2018,Jul,Valle del Cauca,No especifica Salario,0,24
7,2018,Jul,Vaupés,Salario Mínimo,2,32
7,2018,Jul,Vaupés,Salario Mínimo 0 $1.000.000,0,32
7,2018,Jul,Vaupés,$1.000.001 0 $1.500.000,0,32
7,2018,Jul,Vaupés,$1.500.001 0 $2.000.000,0,32
7,2018,Jul,Vaupés,$2.000.001 0 $3.000.000,0,32
7,2018,Jul,Vaupés,$3.000.001 0 $4.000.000,0,32
7,2018,Jul,Vaupés,$4.000.001 0 $6.000.000,0,32
7,2018,Jul,Vaupés,$6.000.001 0 $8.000.000,0,32
7,2018,Jul,Vaupés,$8.000.001 0 $10.000.000,0,32
7,2018,Jul,Vaupés,$10.000.0010$12.000.000,0,32
7,2018,Jul,Vaupés,$12.000.0010$15.000.000,0,32
7,2018,Jul,Vaupés,>$15.000.001,0,32
7,2018,Jul,Vaupés,A convenir,0,32
7,2018,Jul,Vaupés,No especifica Salario,0,32
7,2018,Jul,Vichada,Salario Mínimo,4,33
7,2018,Jul,Vichada,Salario Mínimo 0 $1.000.000,2,33
7,2018,Jul,Vichada,$1.000.001 0 $1.500.000,5,33
7,2018,Jul,Vichada,$1.500.001 0 $2.000.000,3,33
7,2018,Jul,Vichada,$2.000.001 0 $3.000.000,2,33
7,2018,Jul,Vichada,$3.000.001 0 $4.000.000,3,33
7,2018,Jul,Vichada,$4.000.001 0 $6.000.000,4,33
7,2018,Jul,Vichada,$6.000.001 0 $8.000.000,0,33
7,2018,Jul,Vichada,$8.000.001 0 $10.000.000,0,33
7,2018,Jul,Vichada,$10.000.0010$12.000.000,0,33
7,2018,Jul,Vichada,$12.000.0010$15.000.000,0,33
7,2018,Jul,Vichada,>$15.000.001,0,33
7,2018,Jul,Vichada,A convenir,0,33
7,2018,Jul,Vichada,No especifica Salario,0,33
8,2018,Ago,Amazonas,Salario Mínimo,50,29
8,2018,Ago,Amazonas,Salario Mínimo 0 $1.000.000,9,29
8,2018,Ago,Amazonas,$1.000.001 0 $1.500.000,18,29
8,2018,Ago,Amazonas,$1.500.001 0 $2.000.000,12,29
8,2018,Ago,Amazonas,$2.000.001 0 $3.000.000,3,29
8,2018,Ago,Amazonas,$3.000.001 0 $4.000.000,1,29
8,2018,Ago,Amazonas,$4.000.001 0 $6.000.000,0,29
8,2018,Ago,Amazonas,$6.000.001 0 $8.000.000,0,29
8,2018,Ago,Amazonas,$8.000.001 0 $10.000.000,0,29
8,2018,Ago,Amazonas,$10.000.0010$12.000.000,0,29
8,2018,Ago,Amazonas,$12.000.0010$15.000.000,0,29
8,2018,Ago,Amazonas,>$15.000.001,0,29
8,2018,Ago,Amazonas,A convenir,9,29
8,2018,Ago,Amazonas,No especifica Salario,0,29
8,2018,Ago,Antioquia,Salario Mínimo,10052,1
8,2018,Ago,Antioquia,Salario Mínimo 0 $1.000.000,2800,1
8,2018,Ago,Antioquia,$1.000.001 0 $1.500.000,3440,1
8,2018,Ago,Antioquia,$1.500.001 0 $2.000.000,1266,1
8,2018,Ago,Antioquia,$2.000.001 0 $3.000.000,1353,1
8,2018,Ago,Antioquia,$3.000.001 0 $4.000.000,558,1
8,2018,Ago,Antioquia,$4.000.001 0 $6.000.000,369,1
8,2018,Ago,Antioquia,$6.000.001 0 $8.000.000,48,1
8,2018,Ago,Antioquia,$8.000.001 0 $10.000.000,39,1
8,2018,Ago,Antioquia,$10.000.0010$12.000.000,24,1
8,2018,Ago,Antioquia,$12.000.0010$15.000.000,20,1
8,2018,Ago,Antioquia,>$15.000.001,6,1
8,2018,Ago,Antioquia,A convenir,2366,1
8,2018,Ago,Antioquia,No especifica Salario,0,1
8,2018,Ago,Arauca,Salario Mínimo,105,25
8,2018,Ago,Arauca,Salario Mínimo 0 $1.000.000,2,25
8,2018,Ago,Arauca,$1.000.001 0 $1.500.000,105,25
8,2018,Ago,Arauca,$1.500.001 0 $2.000.000,21,25
8,2018,Ago,Arauca,$2.000.001 0 $3.000.000,54,25
8,2018,Ago,Arauca,$3.000.001 0 $4.000.000,15,25
8,2018,Ago,Arauca,$4.000.001 0 $6.000.000,12,25
8,2018,Ago,Arauca,$6.000.001 0 $8.000.000,0,25
8,2018,Ago,Arauca,$8.000.001 0 $10.000.000,0,25
8,2018,Ago,Arauca,$10.000.0010$12.000.000,0,25
8,2018,Ago,Arauca,$12.000.0010$15.000.000,0,25
8,2018,Ago,Arauca,>$15.000.001,0,25
8,2018,Ago,Arauca,A convenir,46,25
8,2018,Ago,Arauca,No especifica Salario,0,25
8,2018,Ago,Atlántico,Salario Mínimo,1825,2
8,2018,Ago,Atlántico,Salario Mínimo 0 $1.000.000,575,2
8,2018,Ago,Atlántico,$1.000.001 0 $1.500.000,607,2
8,2018,Ago,Atlántico,$1.500.001 0 $2.000.000,291,2
8,2018,Ago,Atlántico,$2.000.001 0 $3.000.000,248,2
8,2018,Ago,Atlántico,$3.000.001 0 $4.000.000,94,2
8,2018,Ago,Atlántico,$4.000.001 0 $6.000.000,53,2
8,2018,Ago,Atlántico,$6.000.001 0 $8.000.000,6,2
8,2018,Ago,Atlántico,$8.000.001 0 $10.000.000,6,2
8,2018,Ago,Atlántico,$10.000.0010$12.000.000,10,2
8,2018,Ago,Atlántico,$12.000.0010$15.000.000,2,2
8,2018,Ago,Atlántico,>$15.000.001,8,2
8,2018,Ago,Atlántico,A convenir,622,2
8,2018,Ago,Atlántico,No especifica Salario,0,2
8,2018,Ago,Bogotá D.C.,Salario Mínimo,30480,3
8,2018,Ago,Bogotá D.C.,Salario Mínimo 0 $1.000.000,14949,3
8,2018,Ago,Bogotá D.C.,$1.000.001 0 $1.500.000,14170,3
8,2018,Ago,Bogotá D.C.,$1.500.001 0 $2.000.000,5513,3
8,2018,Ago,Bogotá D.C.,$2.000.001 0 $3.000.000,4852,3
8,2018,Ago,Bogotá D.C.,$3.000.001 0 $4.000.000,2202,3
8,2018,Ago,Bogotá D.C.,$4.000.001 0 $6.000.000,1712,3
8,2018,Ago,Bogotá D.C.,$6.000.001 0 $8.000.000,336,3
8,2018,Ago,Bogotá D.C.,$8.000.001 0 $10.000.000,257,3
8,2018,Ago,Bogotá D.C.,$10.000.0010$12.000.000,139,3
8,2018,Ago,Bogotá D.C.,$12.000.0010$15.000.000,139,3
8,2018,Ago,Bogotá D.C.,>$15.000.001,67,3
8,2018,Ago,Bogotá D.C.,A convenir,6623,3
8,2018,Ago,Bogotá D.C.,No especifica Salario,0,3
8,2018,Ago,Bolívar,Salario Mínimo,687,4
8,2018,Ago,Bolívar,Salario Mínimo 0 $1.000.000,307,4
8,2018,Ago,Bolívar,$1.000.001 0 $1.500.000,377,4
8,2018,Ago,Bolívar,$1.500.001 0 $2.000.000,205,4
8,2018,Ago,Bolívar,$2.000.001 0 $3.000.000,193,4
8,2018,Ago,Bolívar,$3.000.001 0 $4.000.000,67,4
8,2018,Ago,Bolívar,$4.000.001 0 $6.000.000,24,4
8,2018,Ago,Bolívar,$6.000.001 0 $8.000.000,7,4
8,2018,Ago,Bolívar,$8.000.001 0 $10.000.000,1,4
8,2018,Ago,Bolívar,$10.000.0010$12.000.000,7,4
8,2018,Ago,Bolívar,$12.000.0010$15.000.000,0,4
8,2018,Ago,Bolívar,>$15.000.001,1,4
8,2018,Ago,Bolívar,A convenir,318,4
8,2018,Ago,Bolívar,No especifica Salario,0,4
8,2018,Ago,Boyacá,Salario Mínimo,857,5
8,2018,Ago,Boyacá,Salario Mínimo 0 $1.000.000,247,5
8,2018,Ago,Boyacá,$1.000.001 0 $1.500.000,412,5
8,2018,Ago,Boyacá,$1.500.001 0 $2.000.000,105,5
8,2018,Ago,Boyacá,$2.000.001 0 $3.000.000,108,5
8,2018,Ago,Boyacá,$3.000.001 0 $4.000.000,24,5
8,2018,Ago,Boyacá,$4.000.001 0 $6.000.000,9,5
8,2018,Ago,Boyacá,$6.000.001 0 $8.000.000,2,5
8,2018,Ago,Boyacá,$8.000.001 0 $10.000.000,2,5
8,2018,Ago,Boyacá,$10.000.0010$12.000.000,7,5
8,2018,Ago,Boyacá,$12.000.0010$15.000.000,2,5
8,2018,Ago,Boyacá,>$15.000.001,0,5
8,2018,Ago,Boyacá,A convenir,354,5
8,2018,Ago,Boyacá,No especifica Salario,0,5
8,2018,Ago,Caldas,Salario Mínimo,1115,6
8,2018,Ago,Caldas,Salario Mínimo 0 $1.000.000,220,6
8,2018,Ago,Caldas,$1.000.001 0 $1.500.000,272,6
8,2018,Ago,Caldas,$1.500.001 0 $2.000.000,116,6
8,2018,Ago,Caldas,$2.000.001 0 $3.000.000,90,6
8,2018,Ago,Caldas,$3.000.001 0 $4.000.000,38,6
8,2018,Ago,Caldas,$4.000.001 0 $6.000.000,12,6
8,2018,Ago,Caldas,$6.000.001 0 $8.000.000,2,6
8,2018,Ago,Caldas,$8.000.001 0 $10.000.000,4,6
8,2018,Ago,Caldas,$10.000.0010$12.000.000,5,6
8,2018,Ago,Caldas,$12.000.0010$15.000.000,0,6
8,2018,Ago,Caldas,>$15.000.001,1,6
8,2018,Ago,Caldas,A convenir,178,6
8,2018,Ago,Caldas,No especifica Salario,0,6
8,2018,Ago,Caquetá,Salario Mínimo,150,7
8,2018,Ago,Caquetá,Salario Mínimo 0 $1.000.000,26,7
8,2018,Ago,Caquetá,$1.000.001 0 $1.500.000,65,7
8,2018,Ago,Caquetá,$1.500.001 0 $2.000.000,14,7
8,2018,Ago,Caquetá,$2.000.001 0 $3.000.000,13,7
8,2018,Ago,Caquetá,$3.000.001 0 $4.000.000,10,7
8,2018,Ago,Caquetá,$4.000.001 0 $6.000.000,6,7
8,2018,Ago,Caquetá,$6.000.001 0 $8.000.000,0,7
8,2018,Ago,Caquetá,$8.000.001 0 $10.000.000,0,7
8,2018,Ago,Caquetá,$10.000.0010$12.000.000,3,7
8,2018,Ago,Caquetá,$12.000.0010$15.000.000,1,7
8,2018,Ago,Caquetá,>$15.000.001,1,7
8,2018,Ago,Caquetá,A convenir,60,7
8,2018,Ago,Caquetá,No especifica Salario,0,7
8,2018,Ago,Casanare,Salario Mínimo,1012,26
8,2018,Ago,Casanare,Salario Mínimo 0 $1.000.000,47,26
8,2018,Ago,Casanare,$1.000.001 0 $1.500.000,1070,26
8,2018,Ago,Casanare,$1.500.001 0 $2.000.000,173,26
8,2018,Ago,Casanare,$2.000.001 0 $3.000.000,252,26
8,2018,Ago,Casanare,$3.000.001 0 $4.000.000,55,26
8,2018,Ago,Casanare,$4.000.001 0 $6.000.000,38,26
8,2018,Ago,Casanare,$6.000.001 0 $8.000.000,18,26
8,2018,Ago,Casanare,$8.000.001 0 $10.000.000,1,26
8,2018,Ago,Casanare,$10.000.0010$12.000.000,13,26
8,2018,Ago,Casanare,$12.000.0010$15.000.000,0,26
8,2018,Ago,Casanare,>$15.000.001,1,26
8,2018,Ago,Casanare,A convenir,569,26
8,2018,Ago,Casanare,No especifica Salario,0,26
8,2018,Ago,Cauca,Salario Mínimo,571,8
8,2018,Ago,Cauca,Salario Mínimo 0 $1.000.000,71,8
8,2018,Ago,Cauca,$1.000.001 0 $1.500.000,150,8
8,2018,Ago,Cauca,$1.500.001 0 $2.000.000,76,8
8,2018,Ago,Cauca,$2.000.001 0 $3.000.000,35,8
8,2018,Ago,Cauca,$3.000.001 0 $4.000.000,6,8
8,2018,Ago,Cauca,$4.000.001 0 $6.000.000,5,8
8,2018,Ago,Cauca,$6.000.001 0 $8.000.000,3,8
8,2018,Ago,Cauca,$8.000.001 0 $10.000.000,0,8
8,2018,Ago,Cauca,$10.000.0010$12.000.000,0,8
8,2018,Ago,Cauca,$12.000.0010$15.000.000,0,8
8,2018,Ago,Cauca,>$15.000.001,0,8
8,2018,Ago,Cauca,A convenir,104,8
8,2018,Ago,Cauca,No especifica Salario,0,8
8,2018,Ago,Cesar,Salario Mínimo,464,9
8,2018,Ago,Cesar,Salario Mínimo 0 $1.000.000,88,9
8,2018,Ago,Cesar,$1.000.001 0 $1.500.000,308,9
8,2018,Ago,Cesar,$1.500.001 0 $2.000.000,56,9
8,2018,Ago,Cesar,$2.000.001 0 $3.000.000,115,9
8,2018,Ago,Cesar,$3.000.001 0 $4.000.000,60,9
8,2018,Ago,Cesar,$4.000.001 0 $6.000.000,16,9
8,2018,Ago,Cesar,$6.000.001 0 $8.000.000,1,9
8,2018,Ago,Cesar,$8.000.001 0 $10.000.000,0,9
8,2018,Ago,Cesar,$10.000.0010$12.000.000,0,9
8,2018,Ago,Cesar,$12.000.0010$15.000.000,0,9
8,2018,Ago,Cesar,>$15.000.001,0,9
8,2018,Ago,Cesar,A convenir,167,9
8,2018,Ago,Cesar,No especifica Salario,0,9
8,2018,Ago,Chocó,Salario Mínimo,86,12
8,2018,Ago,Chocó,Salario Mínimo 0 $1.000.000,26,12
8,2018,Ago,Chocó,$1.000.001 0 $1.500.000,23,12
8,2018,Ago,Chocó,$1.500.001 0 $2.000.000,9,12
8,2018,Ago,Chocó,$2.000.001 0 $3.000.000,24,12
8,2018,Ago,Chocó,$3.000.001 0 $4.000.000,12,12
8,2018,Ago,Chocó,$4.000.001 0 $6.000.000,1,12
8,2018,Ago,Chocó,$6.000.001 0 $8.000.000,0,12
8,2018,Ago,Chocó,$8.000.001 0 $10.000.000,0,12
8,2018,Ago,Chocó,$10.000.0010$12.000.000,1,12
8,2018,Ago,Chocó,$12.000.0010$15.000.000,0,12
8,2018,Ago,Chocó,>$15.000.001,0,12
8,2018,Ago,Chocó,A convenir,21,12
8,2018,Ago,Chocó,No especifica Salario,0,12
8,2018,Ago,Córdoba,Salario Mínimo,329,10
8,2018,Ago,Córdoba,Salario Mínimo 0 $1.000.000,120,10
8,2018,Ago,Córdoba,$1.000.001 0 $1.500.000,154,10
8,2018,Ago,Córdoba,$1.500.001 0 $2.000.000,67,10
8,2018,Ago,Córdoba,$2.000.001 0 $3.000.000,65,10
8,2018,Ago,Córdoba,$3.000.001 0 $4.000.000,8,10
8,2018,Ago,Córdoba,$4.000.001 0 $6.000.000,7,10
8,2018,Ago,Córdoba,$6.000.001 0 $8.000.000,2,10
8,2018,Ago,Córdoba,$8.000.001 0 $10.000.000,0,10
8,2018,Ago,Córdoba,$10.000.0010$12.000.000,11,10
8,2018,Ago,Córdoba,$12.000.0010$15.000.000,0,10
8,2018,Ago,Córdoba,>$15.000.001,1,10
8,2018,Ago,Córdoba,A convenir,104,10
8,2018,Ago,Córdoba,No especifica Salario,0,10
8,2018,Ago,Cundinamarca,Salario Mínimo,5648,11
8,2018,Ago,Cundinamarca,Salario Mínimo 0 $1.000.000,1972,11
8,2018,Ago,Cundinamarca,$1.000.001 0 $1.500.000,1698,11
8,2018,Ago,Cundinamarca,$1.500.001 0 $2.000.000,517,11
8,2018,Ago,Cundinamarca,$2.000.001 0 $3.000.000,340,11
8,2018,Ago,Cundinamarca,$3.000.001 0 $4.000.000,117,11
8,2018,Ago,Cundinamarca,$4.000.001 0 $6.000.000,36,11
8,2018,Ago,Cundinamarca,$6.000.001 0 $8.000.000,10,11
8,2018,Ago,Cundinamarca,$8.000.001 0 $10.000.000,12,11
8,2018,Ago,Cundinamarca,$10.000.0010$12.000.000,14,11
8,2018,Ago,Cundinamarca,$12.000.0010$15.000.000,7,11
8,2018,Ago,Cundinamarca,>$15.000.001,5,11
8,2018,Ago,Cundinamarca,A convenir,841,11
8,2018,Ago,Cundinamarca,No especifica Salario,0,11
8,2018,Ago,Guainía,Salario Mínimo,1,30
8,2018,Ago,Guainía,Salario Mínimo 0 $1.000.000,0,30
8,2018,Ago,Guainía,$1.000.001 0 $1.500.000,0,30
8,2018,Ago,Guainía,$1.500.001 0 $2.000.000,0,30
8,2018,Ago,Guainía,$2.000.001 0 $3.000.000,0,30
8,2018,Ago,Guainía,$3.000.001 0 $4.000.000,0,30
8,2018,Ago,Guainía,$4.000.001 0 $6.000.000,1,30
8,2018,Ago,Guainía,$6.000.001 0 $8.000.000,0,30
8,2018,Ago,Guainía,$8.000.001 0 $10.000.000,0,30
8,2018,Ago,Guainía,$10.000.0010$12.000.000,0,30
8,2018,Ago,Guainía,$12.000.0010$15.000.000,0,30
8,2018,Ago,Guainía,>$15.000.001,0,30
8,2018,Ago,Guainía,A convenir,1,30
8,2018,Ago,Guainía,No especifica Salario,0,30
8,2018,Ago,Guaviare,Salario Mínimo,11,31
8,2018,Ago,Guaviare,Salario Mínimo 0 $1.000.000,3,31
8,2018,Ago,Guaviare,$1.000.001 0 $1.500.000,6,31
8,2018,Ago,Guaviare,$1.500.001 0 $2.000.000,10,31
8,2018,Ago,Guaviare,$2.000.001 0 $3.000.000,3,31
8,2018,Ago,Guaviare,$3.000.001 0 $4.000.000,2,31
8,2018,Ago,Guaviare,$4.000.001 0 $6.000.000,0,31
8,2018,Ago,Guaviare,$6.000.001 0 $8.000.000,0,31
8,2018,Ago,Guaviare,$8.000.001 0 $10.000.000,0,31
8,2018,Ago,Guaviare,$10.000.0010$12.000.000,0,31
8,2018,Ago,Guaviare,$12.000.0010$15.000.000,0,31
8,2018,Ago,Guaviare,>$15.000.001,0,31
8,2018,Ago,Guaviare,A convenir,1,31
8,2018,Ago,Guaviare,No especifica Salario,0,31
8,2018,Ago,Huila,Salario Mínimo,747,13
8,2018,Ago,Huila,Salario Mínimo 0 $1.000.000,148,13
8,2018,Ago,Huila,$1.000.001 0 $1.500.000,257,13
8,2018,Ago,Huila,$1.500.001 0 $2.000.000,121,13
8,2018,Ago,Huila,$2.000.001 0 $3.000.000,113,13
8,2018,Ago,Huila,$3.000.001 0 $4.000.000,32,13
8,2018,Ago,Huila,$4.000.001 0 $6.000.000,17,13
8,2018,Ago,Huila,$6.000.001 0 $8.000.000,5,13
8,2018,Ago,Huila,$8.000.001 0 $10.000.000,3,13
8,2018,Ago,Huila,$10.000.0010$12.000.000,1,13
8,2018,Ago,Huila,$12.000.0010$15.000.000,0,13
8,2018,Ago,Huila,>$15.000.001,0,13
8,2018,Ago,Huila,A convenir,147,13
8,2018,Ago,Huila,No especifica Salario,0,13
8,2018,Ago,La Guajira,Salario Mínimo,221,14
8,2018,Ago,La Guajira,Salario Mínimo 0 $1.000.000,37,14
8,2018,Ago,La Guajira,$1.000.001 0 $1.500.000,72,14
8,2018,Ago,La Guajira,$1.500.001 0 $2.000.000,13,14
8,2018,Ago,La Guajira,$2.000.001 0 $3.000.000,41,14
8,2018,Ago,La Guajira,$3.000.001 0 $4.000.000,12,14
8,2018,Ago,La Guajira,$4.000.001 0 $6.000.000,9,14
8,2018,Ago,La Guajira,$6.000.001 0 $8.000.000,0,14
