num_mes,anio,mes,departamento,salario,cant_salario,cod_dpto
10,2015,Oct,La Guajira,$1.000.001 0 $1.500.000,39,14
10,2015,Oct,La Guajira,$1.500.001 0 $2.000.000,21,14
10,2015,Oct,La Guajira,$2.000.001 0 $3.000.000,22,14
10,2015,Oct,La Guajira,$3.000.001 0 $4.000.000,11,14
10,2015,Oct,La Guajira,$4.000.001 0 $6.000.000,2,14
10,2015,Oct,La Guajira,$6.000.001 0 $8.000.000,1,14
10,2015,Oct,La Guajira,$8.000.001 0 $10.000.000,0,14
10,2015,Oct,La Guajira,$10.000.0010$12.000.000,0,14
10,2015,Oct,La Guajira,$12.000.0010$15.000.000,0,14
10,2015,Oct,La Guajira,>$15.000.001,0,14
10,2015,Oct,La Guajira,A convenir,38,14
10,2015,Oct,La Guajira,No especifica Salario,3,14
10,2015,Oct,Magdalena,Salario Mínimo,348,15
10,2015,Oct,Magdalena,Salario Mínimo 0 $1.000.000,26,15
10,2015,Oct,Magdalena,$1.000.001 0 $1.500.000,82,15
10,2015,Oct,Magdalena,$1.500.001 0 $2.000.000,44,15
10,2015,Oct,Magdalena,$2.000.001 0 $3.000.000,33,15
10,2015,Oct,Magdalena,$3.000.001 0 $4.000.000,7,15
10,2015,Oct,Magdalena,$4.000.001 0 $6.000.000,0,15
10,2015,Oct,Magdalena,$6.000.001 0 $8.000.000,1,15
10,2015,Oct,Magdalena,$8.000.001 0 $10.000.000,0,15
10,2015,Oct,Magdalena,$10.000.0010$12.000.000,0,15
10,2015,Oct,Magdalena,$12.000.0010$15.000.000,0,15
10,2015,Oct,Magdalena,>$15.000.001,1,15
10,2015,Oct,Magdalena,A convenir,158,15
10,2015,Oct,Magdalena,No especifica Salario,16,15
10,2015,Oct,Meta,Salario Mínimo,750,16
10,2015,Oct,Meta,Salario Mínimo 0 $1.000.000,54,16
10,2015,Oct,Meta,$1.000.001 0 $1.500.000,215,16
10,2015,Oct,Meta,$1.500.001 0 $2.000.000,122,16
10,2015,Oct,Meta,$2.000.001 0 $3.000.000,81,16
10,2015,Oct,Meta,$3.000.001 0 $4.000.000,26,16
10,2015,Oct,Meta,$4.000.001 0 $6.000.000,8,16
10,2015,Oct,Meta,$6.000.001 0 $8.000.000,4,16
10,2015,Oct,Meta,$8.000.001 0 $10.000.000,1,16
10,2015,Oct,Meta,$10.000.0010$12.000.000,0,16
10,2015,Oct,Meta,$12.000.0010$15.000.000,0,16
10,2015,Oct,Meta,>$15.000.001,1,16
10,2015,Oct,Meta,A convenir,927,16
10,2015,Oct,Meta,No especifica Salario,5,16
10,2015,Oct,Nariño,Salario Mínimo,428,17
10,2015,Oct,Nariño,Salario Mínimo 0 $1.000.000,29,17
10,2015,Oct,Nariño,$1.000.001 0 $1.500.000,65,17
10,2015,Oct,Nariño,$1.500.001 0 $2.000.000,34,17
10,2015,Oct,Nariño,$2.000.001 0 $3.000.000,33,17
10,2015,Oct,Nariño,$3.000.001 0 $4.000.000,13,17
10,2015,Oct,Nariño,$4.000.001 0 $6.000.000,8,17
10,2015,Oct,Nariño,$6.000.001 0 $8.000.000,0,17
10,2015,Oct,Nariño,$8.000.001 0 $10.000.000,0,17
10,2015,Oct,Nariño,$10.000.0010$12.000.000,0,17
10,2015,Oct,Nariño,$12.000.0010$15.000.000,0,17
10,2015,Oct,Nariño,>$15.000.001,0,17
10,2015,Oct,Nariño,A convenir,79,17
10,2015,Oct,Nariño,No especifica Salario,3,17
10,2015,Oct,Norte de Santander,Salario Mínimo,394,18
10,2015,Oct,Norte de Santander,Salario Mínimo 0 $1.000.000,22,18
10,2015,Oct,Norte de Santander,$1.000.001 0 $1.500.000,104,18
10,2015,Oct,Norte de Santander,$1.500.001 0 $2.000.000,47,18
10,2015,Oct,Norte de Santander,$2.000.001 0 $3.000.000,28,18
10,2015,Oct,Norte de Santander,$3.000.001 0 $4.000.000,20,18
10,2015,Oct,Norte de Santander,$4.000.001 0 $6.000.000,7,18
10,2015,Oct,Norte de Santander,$6.000.001 0 $8.000.000,5,18
10,2015,Oct,Norte de Santander,$8.000.001 0 $10.000.000,2,18
10,2015,Oct,Norte de Santander,$10.000.0010$12.000.000,0,18
10,2015,Oct,Norte de Santander,$12.000.0010$15.000.000,0,18
10,2015,Oct,Norte de Santander,>$15.000.001,0,18
10,2015,Oct,Norte de Santander,A convenir,299,18
10,2015,Oct,Norte de Santander,No especifica Salario,26,18
10,2015,Oct,Putumayo,Salario Mínimo,33,27
10,2015,Oct,Putumayo,Salario Mínimo 0 $1.000.000,3,27
10,2015,Oct,Putumayo,$1.000.001 0 $1.500.000,12,27
10,2015,Oct,Putumayo,$1.500.001 0 $2.000.000,1,27
10,2015,Oct,Putumayo,$2.000.001 0 $3.000.000,2,27
10,2015,Oct,Putumayo,$3.000.001 0 $4.000.000,2,27
10,2015,Oct,Putumayo,$4.000.001 0 $6.000.000,0,27
10,2015,Oct,Putumayo,$6.000.001 0 $8.000.000,1,27
10,2015,Oct,Putumayo,$8.000.001 0 $10.000.000,0,27
10,2015,Oct,Putumayo,$10.000.0010$12.000.000,0,27
10,2015,Oct,Putumayo,$12.000.0010$15.000.000,0,27
10,2015,Oct,Putumayo,>$15.000.001,0,27
10,2015,Oct,Putumayo,A convenir,70,27
10,2015,Oct,Putumayo,No especifica Salario,0,27
10,2015,Oct,Quindío,Salario Mínimo,394,19
10,2015,Oct,Quindío,Salario Mínimo 0 $1.000.000,19,19
10,2015,Oct,Quindío,$1.000.001 0 $1.500.000,57,19
10,2015,Oct,Quindío,$1.500.001 0 $2.000.000,33,19
10,2015,Oct,Quindío,$2.000.001 0 $3.000.000,23,19
10,2015,Oct,Quindío,$3.000.001 0 $4.000.000,2,19
10,2015,Oct,Quindío,$4.000.001 0 $6.000.000,6,19
10,2015,Oct,Quindío,$6.000.001 0 $8.000.000,0,19
10,2015,Oct,Quindío,$8.000.001 0 $10.000.000,1,19
10,2015,Oct,Quindío,$10.000.0010$12.000.000,1,19
10,2015,Oct,Quindío,$12.000.0010$15.000.000,0,19
10,2015,Oct,Quindío,>$15.000.001,0,19
10,2015,Oct,Quindío,A convenir,91,19
10,2015,Oct,Quindío,No especifica Salario,4,19
10,2015,Oct,Risaralda,Salario Mínimo,1139,20
10,2015,Oct,Risaralda,Salario Mínimo 0 $1.000.000,63,20
10,2015,Oct,Risaralda,$1.000.001 0 $1.500.000,248,20
10,2015,Oct,Risaralda,$1.500.001 0 $2.000.000,96,20
10,2015,Oct,Risaralda,$2.000.001 0 $3.000.000,69,20
10,2015,Oct,Risaralda,$3.000.001 0 $4.000.000,22,20
10,2015,Oct,Risaralda,$4.000.001 0 $6.000.000,9,20
10,2015,Oct,Risaralda,$6.000.001 0 $8.000.000,2,20
10,2015,Oct,Risaralda,$8.000.001 0 $10.000.000,2,20
10,2015,Oct,Risaralda,$10.000.0010$12.000.000,1,20
10,2015,Oct,Risaralda,$12.000.0010$15.000.000,0,20
10,2015,Oct,Risaralda,>$15.000.001,2,20
10,2015,Oct,Risaralda,A convenir,437,20
10,2015,Oct,Risaralda,No especifica Salario,18,20
10,2015,Oct,"Archipiélago de San Andrés, Providencia y Santa Catalina",Salario Mínimo,77,28
10,2015,Oct,"Archipiélago de San Andrés, Providencia y Santa Catalina",Salario Mínimo 0 $1.000.000,1,28
10,2015,Oct,"Archipiélago de San Andrés, Providencia y Santa Catalina",$1.000.001 0 $1.500.000,13,28
10,2015,Oct,"Archipiélago de San Andrés, Providencia y Santa Catalina",$1.500.001 0 $2.000.000,4,28
10,2015,Oct,"Archipiélago de San Andrés, Providencia y Santa Catalina",$2.000.001 0 $3.000.000,2,28
10,2015,Oct,"Archipiélago de San Andrés, Providencia y Santa Catalina",$3.000.001 0 $4.000.000,1,28
10,2015,Oct,"Archipiélago de San Andrés, Providencia y Santa Catalina",$4.000.001 0 $6.000.000,0,28
10,2015,Oct,"Archipiélago de San Andrés, Providencia y Santa Catalina",$6.000.001 0 $8.000.000,1,28
10,2015,Oct,"Archipiélago de San Andrés, Providencia y Santa Catalina",$8.000.001 0 $10.000.000,0,28
10,2015,Oct,"Archipiélago de San Andrés, Providencia y Santa Catalina",$10.000.0010$12.000.000,0,28
10,2015,Oct,"Archipiélago de San Andrés, Providencia y Santa Catalina",$12.000.0010$15.000.000,0,28
10,2015,Oct,"Archipiélago de San Andrés, Providencia y Santa Catalina",>$15.000.001,0,28
10,2015,Oct,"Archipiélago de San Andrés, Providencia y Santa Catalina",A convenir,12,28
10,2015,Oct,"Archipiélago de San Andrés, Providencia y Santa Catalina",No especifica Salario,0,28
10,2015,Oct,Santander,Salario Mínimo,2163,21
10,2015,Oct,Santander,Salario Mínimo 0 $1.000.000,179,21
10,2015,Oct,Santander,$1.000.001 0 $1.500.000,458,21
10,2015,Oct,Santander,$1.500.001 0 $2.000.000,207,21
10,2015,Oct,Santander,$2.000.001 0 $3.000.000,195,21
10,2015,Oct,Santander,$3.000.001 0 $4.000.000,51,21
10,2015,Oct,Santander,$4.000.001 0 $6.000.000,44,21
10,2015,Oct,Santander,$6.000.001 0 $8.000.000,7,21
10,2015,Oct,Santander,$8.000.001 0 $10.000.000,4,21
10,2015,Oct,Santander,$10.000.0010$12.000.000,3,21
10,2015,Oct,Santander,$12.000.0010$15.000.000,0,21
10,2015,Oct,Santander,>$15.000.001,6,21
10,2015,Oct,Santander,A convenir,1119,21
10,2015,Oct,Santander,No especifica Salario,141,21
10,2015,Oct,Sucre,Salario Mínimo,144,22
10,2015,Oct,Sucre,Salario Mínimo 0 $1.000.000,5,22
10,2015,Oct,Sucre,$1.000.001 0 $1.500.000,23,22
10,2015,Oct,Sucre,$1.500.001 0 $2.000.000,10,22
10,2015,Oct,Sucre,$2.000.001 0 $3.000.000,19,22
10,2015,Oct,Sucre,$3.000.001 0 $4.000.000,5,22
10,2015,Oct,Sucre,$4.000.001 0 $6.000.000,5,22
10,2015,Oct,Sucre,$6.000.001 0 $8.000.000,0,22
10,2015,Oct,Sucre,$8.000.001 0 $10.000.000,0,22
10,2015,Oct,Sucre,$10.000.0010$12.000.000,0,22
10,2015,Oct,Sucre,$12.000.0010$15.000.000,0,22
10,2015,Oct,Sucre,>$15.000.001,0,22
10,2015,Oct,Sucre,A convenir,57,22
10,2015,Oct,Sucre,No especifica Salario,4,22
10,2015,Oct,Tolima,Salario Mínimo,718,23
10,2015,Oct,Tolima,Salario Mínimo 0 $1.000.000,61,23
10,2015,Oct,Tolima,$1.000.001 0 $1.500.000,159,23
10,2015,Oct,Tolima,$1.500.001 0 $2.000.000,54,23
10,2015,Oct,Tolima,$2.000.001 0 $3.000.000,70,23
10,2015,Oct,Tolima,$3.000.001 0 $4.000.000,21,23
10,2015,Oct,Tolima,$4.000.001 0 $6.000.000,7,23
10,2015,Oct,Tolima,$6.000.001 0 $8.000.000,1,23
10,2015,Oct,Tolima,$8.000.001 0 $10.000.000,0,23
10,2015,Oct,Tolima,$10.000.0010$12.000.000,1,23
10,2015,Oct,Tolima,$12.000.0010$15.000.000,0,23
10,2015,Oct,Tolima,>$15.000.001,0,23
10,2015,Oct,Tolima,A convenir,183,23
10,2015,Oct,Tolima,No especifica Salario,12,23
10,2015,Oct,Valle del Cauca,Salario Mínimo,4756,24
10,2015,Oct,Valle del Cauca,Salario Mínimo 0 $1.000.000,513,24
10,2015,Oct,Valle del Cauca,$1.000.001 0 $1.500.000,1277,24
10,2015,Oct,Valle del Cauca,$1.500.001 0 $2.000.000,512,24
10,2015,Oct,Valle del Cauca,$2.000.001 0 $3.000.000,401,24
10,2015,Oct,Valle del Cauca,$3.000.001 0 $4.000.000,168,24
10,2015,Oct,Valle del Cauca,$4.000.001 0 $6.000.000,125,24
10,2015,Oct,Valle del Cauca,$6.000.001 0 $8.000.000,23,24
10,2015,Oct,Valle del Cauca,$8.000.001 0 $10.000.000,15,24
10,2015,Oct,Valle del Cauca,$10.000.0010$12.000.000,6,24
10,2015,Oct,Valle del Cauca,$12.000.0010$15.000.000,5,24
10,2015,Oct,Valle del Cauca,>$15.000.001,7,24
10,2015,Oct,Valle del Cauca,A convenir,2159,24
10,2015,Oct,Valle del Cauca,No especifica Salario,70,24
10,2015,Oct,Vaupés,Salario Mínimo,0,32
10,2015,Oct,Vaupés,Salario Mínimo 0 $1.000.000,0,32
10,2015,Oct,Vaupés,$1.000.001 0 $1.500.000,0,32
10,2015,Oct,Vaupés,$1.500.001 0 $2.000.000,0,32
10,2015,Oct,Vaupés,$2.000.001 0 $3.000.000,0,32
10,2015,Oct,Vaupés,$3.000.001 0 $4.000.000,0,32
10,2015,Oct,Vaupés,$4.000.001 0 $6.000.000,0,32
10,2015,Oct,Vaupés,$6.000.001 0 $8.000.000,0,32
10,2015,Oct,Vaupés,$8.000.001 0 $10.000.000,0,32
10,2015,Oct,Vaupés,$10.000.0010$12.000.000,0,32
10,2015,Oct,Vaupés,$12.000.0010$15.000.000,0,32
10,2015,Oct,Vaupés,>$15.000.001,0,32
10,2015,Oct,Vaupés,A convenir,0,32
10,2015,Oct,Vaupés,No especifica Salario,0,32
10,2015,Oct,Vichada,Salario Mínimo,6,33
10,2015,Oct,Vichada,Salario Mínimo 0 $1.000.000,0,33
10,2015,Oct,Vichada,$1.000.001 0 $1.500.000,1,33
10,2015,Oct,Vichada,$1.500.001 0 $2.000.000,0,33
10,2015,Oct,Vichada,$2.000.001 0 $3.000.000,0,33
10,2015,Oct,Vichada,$3.000.001 0 $4.000.000,0,33
10,2015,Oct,Vichada,$4.000.001 0 $6.000.000,0,33
10,2015,Oct,Vichada,$6.000.001 0 $8.000.000,0,33
10,2015,Oct,Vichada,$8.000.001 0 $10.000.000,0,33
10,2015,Oct,Vichada,$10.000.0010$12.000.000,0,33
10,2015,Oct,Vichada,$12.000.0010$15.000.000,0,33
10,2015,Oct,Vichada,>$15.000.001,0,33
10,2015,Oct,Vichada,A convenir,0,33
10,2015,Oct,Vichada,No especifica Salario,0,33
11,2015,Nov,Amazonas,Salario Mínimo,20,29
11,2015,Nov,Amazonas,Salario Mínimo 0 $1.000.000,0,29
11,2015,Nov,Amazonas,$1.000.001 0 $1.500.000,6,29
11,2015,Nov,Amazonas,$1.500.001 0 $2.000.000,4,29
11,2015,Nov,Amazonas,$2.000.001 0 $3.000.000,3,29
11,2015,Nov,Amazonas,$3.000.001 0 $4.000.000,2,29
11,2015,Nov,Amazonas,$4.000.001 0 $6.000.000,0,29
11,2015,Nov,Amazonas,$6.000.001 0 $8.000.000,0,29
11,2015,Nov,Amazonas,$8.000.001 0 $10.000.000,0,29
11,2015,Nov,Amazonas,$10.000.0010$12.000.000,0,29
11,2015,Nov,Amazonas,$12.000.0010$15.000.000,0,29
11,2015,Nov,Amazonas,>$15.000.001,3,29
11,2015,Nov,Amazonas,A convenir,3,29
11,2015,Nov,Amazonas,No especifica Salario,0,29
11,2015,Nov,Antioquia,Salario Mínimo,7289,1
11,2015,Nov,Antioquia,Salario Mínimo 0 $1.000.000,735,1
11,2015,Nov,Antioquia,$1.000.001 0 $1.500.000,1555,1
11,2015,Nov,Antioquia,$1.500.001 0 $2.000.000,694,1
11,2015,Nov,Antioquia,$2.000.001 0 $3.000.000,641,1
11,2015,Nov,Antioquia,$3.000.001 0 $4.000.000,294,1
11,2015,Nov,Antioquia,$4.000.001 0 $6.000.000,201,1
11,2015,Nov,Antioquia,$6.000.001 0 $8.000.000,41,1
11,2015,Nov,Antioquia,$8.000.001 0 $10.000.000,31,1
11,2015,Nov,Antioquia,$10.000.0010$12.000.000,9,1
11,2015,Nov,Antioquia,$12.000.0010$15.000.000,7,1
11,2015,Nov,Antioquia,>$15.000.001,5,1
11,2015,Nov,Antioquia,A convenir,3260,1
11,2015,Nov,Antioquia,No especifica Salario,643,1
11,2015,Nov,Arauca,Salario Mínimo,41,25
11,2015,Nov,Arauca,Salario Mínimo 0 $1.000.000,2,25
11,2015,Nov,Arauca,$1.000.001 0 $1.500.000,10,25
11,2015,Nov,Arauca,$1.500.001 0 $2.000.000,3,25
11,2015,Nov,Arauca,$2.000.001 0 $3.000.000,10,25
11,2015,Nov,Arauca,$3.000.001 0 $4.000.000,2,25
11,2015,Nov,Arauca,$4.000.001 0 $6.000.000,1,25
11,2015,Nov,Arauca,$6.000.001 0 $8.000.000,0,25
11,2015,Nov,Arauca,$8.000.001 0 $10.000.000,0,25
11,2015,Nov,Arauca,$10.000.0010$12.000.000,0,25
11,2015,Nov,Arauca,$12.000.0010$15.000.000,0,25
11,2015,Nov,Arauca,>$15.000.001,0,25
11,2015,Nov,Arauca,A convenir,60,25
11,2015,Nov,Arauca,No especifica Salario,0,25
11,2015,Nov,Atlántico,Salario Mínimo,1693,2
11,2015,Nov,Atlántico,Salario Mínimo 0 $1.000.000,219,2
11,2015,Nov,Atlántico,$1.000.001 0 $1.500.000,569,2
11,2015,Nov,Atlántico,$1.500.001 0 $2.000.000,263,2
11,2015,Nov,Atlántico,$2.000.001 0 $3.000.000,186,2
11,2015,Nov,Atlántico,$3.000.001 0 $4.000.000,56,2
11,2015,Nov,Atlántico,$4.000.001 0 $6.000.000,38,2
11,2015,Nov,Atlántico,$6.000.001 0 $8.000.000,12,2
11,2015,Nov,Atlántico,$8.000.001 0 $10.000.000,11,2
11,2015,Nov,Atlántico,$10.000.0010$12.000.000,2,2
11,2015,Nov,Atlántico,$12.000.0010$15.000.000,0,2
11,2015,Nov,Atlántico,>$15.000.001,1,2
11,2015,Nov,Atlántico,A convenir,960,2
11,2015,Nov,Atlántico,No especifica Salario,103,2
11,2015,Nov,Bogotá D.C.,Salario Mínimo,35139,3
11,2015,Nov,Bogotá D.C.,Salario Mínimo 0 $1.000.000,3569,3
11,2015,Nov,Bogotá D.C.,$1.000.001 0 $1.500.000,10550,3
11,2015,Nov,Bogotá D.C.,$1.500.001 0 $2.000.000,4075,3
11,2015,Nov,Bogotá D.C.,$2.000.001 0 $3.000.000,4176,3
11,2015,Nov,Bogotá D.C.,$3.000.001 0 $4.000.000,1881,3
11,2015,Nov,Bogotá D.C.,$4.000.001 0 $6.000.000,1190,3
11,2015,Nov,Bogotá D.C.,$6.000.001 0 $8.000.000,310,3
11,2015,Nov,Bogotá D.C.,$8.000.001 0 $10.000.000,217,3
11,2015,Nov,Bogotá D.C.,$10.000.0010$12.000.000,60,3
11,2015,Nov,Bogotá D.C.,$12.000.0010$15.000.000,45,3
11,2015,Nov,Bogotá D.C.,>$15.000.001,49,3
11,2015,Nov,Bogotá D.C.,A convenir,10141,3
11,2015,Nov,Bogotá D.C.,No especifica Salario,1150,3
11,2015,Nov,Bolívar,Salario Mínimo,678,4
11,2015,Nov,Bolívar,Salario Mínimo 0 $1.000.000,80,4
11,2015,Nov,Bolívar,$1.000.001 0 $1.500.000,204,4
11,2015,Nov,Bolívar,$1.500.001 0 $2.000.000,87,4
11,2015,Nov,Bolívar,$2.000.001 0 $3.000.000,78,4
11,2015,Nov,Bolívar,$3.000.001 0 $4.000.000,31,4
11,2015,Nov,Bolívar,$4.000.001 0 $6.000.000,21,4
11,2015,Nov,Bolívar,$6.000.001 0 $8.000.000,3,4
11,2015,Nov,Bolívar,$8.000.001 0 $10.000.000,2,4
11,2015,Nov,Bolívar,$10.000.0010$12.000.000,0,4
11,2015,Nov,Bolívar,$12.000.0010$15.000.000,0,4
11,2015,Nov,Bolívar,>$15.000.001,0,4
11,2015,Nov,Bolívar,A convenir,371,4
11,2015,Nov,Bolívar,No especifica Salario,407,4
11,2015,Nov,Boyacá,Salario Mínimo,543,5
11,2015,Nov,Boyacá,Salario Mínimo 0 $1.000.000,32,5
11,2015,Nov,Boyacá,$1.000.001 0 $1.500.000,118,5
11,2015,Nov,Boyacá,$1.500.001 0 $2.000.000,69,5
11,2015,Nov,Boyacá,$2.000.001 0 $3.000.000,59,5
11,2015,Nov,Boyacá,$3.000.001 0 $4.000.000,11,5
11,2015,Nov,Boyacá,$4.000.001 0 $6.000.000,2,5
11,2015,Nov,Boyacá,$6.000.001 0 $8.000.000,0,5
11,2015,Nov,Boyacá,$8.000.001 0 $10.000.000,1,5
11,2015,Nov,Boyacá,$10.000.0010$12.000.000,0,5
11,2015,Nov,Boyacá,$12.000.0010$15.000.000,1,5
11,2015,Nov,Boyacá,>$15.000.001,0,5
11,2015,Nov,Boyacá,A convenir,155,5
11,2015,Nov,Boyacá,No especifica Salario,6,5
11,2015,Nov,Caldas,Salario Mínimo,571,6
11,2015,Nov,Caldas,Salario Mínimo 0 $1.000.000,30,6
11,2015,Nov,Caldas,$1.000.001 0 $1.500.000,83,6
11,2015,Nov,Caldas,$1.500.001 0 $2.000.000,38,6
11,2015,Nov,Caldas,$2.000.001 0 $3.000.000,34,6
11,2015,Nov,Caldas,$3.000.001 0 $4.000.000,8,6
11,2015,Nov,Caldas,$4.000.001 0 $6.000.000,7,6
11,2015,Nov,Caldas,$6.000.001 0 $8.000.000,1,6
11,2015,Nov,Caldas,$8.000.001 0 $10.000.000,1,6
11,2015,Nov,Caldas,$10.000.0010$12.000.000,0,6
11,2015,Nov,Caldas,$12.000.0010$15.000.000,0,6
11,2015,Nov,Caldas,>$15.000.001,0,6
11,2015,Nov,Caldas,A convenir,325,6
11,2015,Nov,Caldas,No especifica Salario,9,6
11,2015,Nov,Caquetá,Salario Mínimo,79,7
11,2015,Nov,Caquetá,Salario Mínimo 0 $1.000.000,6,7
11,2015,Nov,Caquetá,$1.000.001 0 $1.500.000,18,7
11,2015,Nov,Caquetá,$1.500.001 0 $2.000.000,15,7
11,2015,Nov,Caquetá,$2.000.001 0 $3.000.000,7,7
11,2015,Nov,Caquetá,$3.000.001 0 $4.000.000,5,7
11,2015,Nov,Caquetá,$4.000.001 0 $6.000.000,3,7
11,2015,Nov,Caquetá,$6.000.001 0 $8.000.000,0,7
11,2015,Nov,Caquetá,$8.000.001 0 $10.000.000,0,7
11,2015,Nov,Caquetá,$10.000.0010$12.000.000,0,7
11,2015,Nov,Caquetá,$12.000.0010$15.000.000,0,7
11,2015,Nov,Caquetá,>$15.000.001,0,7
11,2015,Nov,Caquetá,A convenir,26,7
11,2015,Nov,Caquetá,No especifica Salario,1,7
11,2015,Nov,Casanare,Salario Mínimo,228,26
11,2015,Nov,Casanare,Salario Mínimo 0 $1.000.000,18,26
11,2015,Nov,Casanare,$1.000.001 0 $1.500.000,72,26
11,2015,Nov,Casanare,$1.500.001 0 $2.000.000,47,26
11,2015,Nov,Casanare,$2.000.001 0 $3.000.000,29,26
11,2015,Nov,Casanare,$3.000.001 0 $4.000.000,14,26
11,2015,Nov,Casanare,$4.000.001 0 $6.000.000,16,26
11,2015,Nov,Casanare,$6.000.001 0 $8.000.000,3,26
11,2015,Nov,Casanare,$8.000.001 0 $10.000.000,0,26
11,2015,Nov,Casanare,$10.000.0010$12.000.000,0,26
11,2015,Nov,Casanare,$12.000.0010$15.000.000,0,26
11,2015,Nov,Casanare,>$15.000.001,0,26
11,2015,Nov,Casanare,A convenir,163,26
11,2015,Nov,Casanare,No especifica Salario,3,26
11,2015,Nov,Cauca,Salario Mínimo,201,8
11,2015,Nov,Cauca,Salario Mínimo 0 $1.000.000,16,8
11,2015,Nov,Cauca,$1.000.001 0 $1.500.000,62,8
11,2015,Nov,Cauca,$1.500.001 0 $2.000.000,17,8
11,2015,Nov,Cauca,$2.000.001 0 $3.000.000,20,8
11,2015,Nov,Cauca,$3.000.001 0 $4.000.000,8,8
11,2015,Nov,Cauca,$4.000.001 0 $6.000.000,6,8
11,2015,Nov,Cauca,$6.000.001 0 $8.000.000,0,8
11,2015,Nov,Cauca,$8.000.001 0 $10.000.000,1,8
11,2015,Nov,Cauca,$10.000.0010$12.000.000,0,8
11,2015,Nov,Cauca,$12.000.0010$15.000.000,0,8
11,2015,Nov,Cauca,>$15.000.001,0,8
11,2015,Nov,Cauca,A convenir,66,8
11,2015,Nov,Cauca,No especifica Salario,5,8
11,2015,Nov,Cesar,Salario Mínimo,216,9
11,2015,Nov,Cesar,Salario Mínimo 0 $1.000.000,29,9
11,2015,Nov,Cesar,$1.000.001 0 $1.500.000,59,9
11,2015,Nov,Cesar,$1.500.001 0 $2.000.000,31,9
11,2015,Nov,Cesar,$2.000.001 0 $3.000.000,21,9
11,2015,Nov,Cesar,$3.000.001 0 $4.000.000,10,9
11,2015,Nov,Cesar,$4.000.001 0 $6.000.000,3,9
11,2015,Nov,Cesar,$6.000.001 0 $8.000.000,0,9
11,2015,Nov,Cesar,$8.000.001 0 $10.000.000,2,9
11,2015,Nov,Cesar,$10.000.0010$12.000.000,1,9
11,2015,Nov,Cesar,$12.000.0010$15.000.000,0,9
11,2015,Nov,Cesar,>$15.000.001,0,9
11,2015,Nov,Cesar,A convenir,105,9
11,2015,Nov,Cesar,No especifica Salario,4,9
11,2015,Nov,Chocó,Salario Mínimo,90,12
11,2015,Nov,Chocó,Salario Mínimo 0 $1.000.000,6,12
11,2015,Nov,Chocó,$1.000.001 0 $1.500.000,13,12
11,2015,Nov,Chocó,$1.500.001 0 $2.000.000,3,12
11,2015,Nov,Chocó,$2.000.001 0 $3.000.000,13,12
11,2015,Nov,Chocó,$3.000.001 0 $4.000.000,2,12
11,2015,Nov,Chocó,$4.000.001 0 $6.000.000,0,12
11,2015,Nov,Chocó,$6.000.001 0 $8.000.000,1,12
11,2015,Nov,Chocó,$8.000.001 0 $10.000.000,0,12
11,2015,Nov,Chocó,$10.000.0010$12.000.000,0,12
11,2015,Nov,Chocó,$12.000.0010$15.000.000,0,12
11,2015,Nov,Chocó,>$15.000.001,0,12
11,2015,Nov,Chocó,A convenir,14,12
11,2015,Nov,Chocó,No especifica Salario,3,12
11,2015,Nov,Córdoba,Salario Mínimo,190,10
11,2015,Nov,Córdoba,Salario Mínimo 0 $1.000.000,12,10
11,2015,Nov,Córdoba,$1.000.001 0 $1.500.000,63,10
11,2015,Nov,Córdoba,$1.500.001 0 $2.000.000,27,10
11,2015,Nov,Córdoba,$2.000.001 0 $3.000.000,32,10
11,2015,Nov,Córdoba,$3.000.001 0 $4.000.000,11,10
11,2015,Nov,Córdoba,$4.000.001 0 $6.000.000,4,10
11,2015,Nov,Córdoba,$6.000.001 0 $8.000.000,1,10
11,2015,Nov,Córdoba,$8.000.001 0 $10.000.000,1,10
11,2015,Nov,Córdoba,$10.000.0010$12.000.000,0,10
11,2015,Nov,Córdoba,$12.000.0010$15.000.000,0,10
11,2015,Nov,Córdoba,>$15.000.001,0,10
11,2015,Nov,Córdoba,A convenir,158,10
11,2015,Nov,Córdoba,No especifica Salario,15,10
11,2015,Nov,Cundinamarca,Salario Mínimo,3066,11
11,2015,Nov,Cundinamarca,Salario Mínimo 0 $1.000.000,278,11
11,2015,Nov,Cundinamarca,$1.000.001 0 $1.500.000,710,11
11,2015,Nov,Cundinamarca,$1.500.001 0 $2.000.000,299,11
11,2015,Nov,Cundinamarca,$2.000.001 0 $3.000.000,178,11
11,2015,Nov,Cundinamarca,$3.000.001 0 $4.000.000,69,11
11,2015,Nov,Cundinamarca,$4.000.001 0 $6.000.000,25,11
11,2015,Nov,Cundinamarca,$6.000.001 0 $8.000.000,5,11
11,2015,Nov,Cundinamarca,$8.000.001 0 $10.000.000,3,11
11,2015,Nov,Cundinamarca,$10.000.0010$12.000.000,1,11
11,2015,Nov,Cundinamarca,$12.000.0010$15.000.000,0,11
11,2015,Nov,Cundinamarca,>$15.000.001,2,11
11,2015,Nov,Cundinamarca,A convenir,1140,11
11,2015,Nov,Cundinamarca,No especifica Salario,71,11
11,2015,Nov,Guainía,Salario Mínimo,5,30
11,2015,Nov,Guainía,Salario Mínimo 0 $1.000.000,1,30
11,2015,Nov,Guainía,$1.000.001 0 $1.500.000,1,30
11,2015,Nov,Guainía,$1.500.001 0 $2.000.000,0,30
