num_mes,anio,Mes,departamento,experiencia,cant_exp,cod_dpto
6,2016,Jun,Putumayo,13 a 24 Meses,17,27
6,2016,Jun,Putumayo,25 a 36 Meses,7,27
6,2016,Jun,Putumayo,37 a 60 Meses,6,27
6,2016,Jun,Putumayo,Mayor a 60 meses,31,27
6,2016,Jun,Putumayo,No especifica experiencia,72,27
6,2016,Jun,Quindío,Sin Experiencia,73,19
6,2016,Jun,Quindío,1 a 6 Meses,33,19
6,2016,Jun,Quindío,7 a 12 Meses,307,19
6,2016,Jun,Quindío,13 a 24 Meses,92,19
6,2016,Jun,Quindío,25 a 36 Meses,38,19
6,2016,Jun,Quindío,37 a 60 Meses,17,19
6,2016,Jun,Quindío,Mayor a 60 meses,7,19
6,2016,Jun,Quindío,No especifica experiencia,48,19
6,2016,Jun,Risaralda,Sin Experiencia,311,20
6,2016,Jun,Risaralda,1 a 6 Meses,123,20
6,2016,Jun,Risaralda,7 a 12 Meses,865,20
6,2016,Jun,Risaralda,13 a 24 Meses,313,20
6,2016,Jun,Risaralda,25 a 36 Meses,116,20
6,2016,Jun,Risaralda,37 a 60 Meses,48,20
6,2016,Jun,Risaralda,Mayor a 60 meses,118,20
6,2016,Jun,Risaralda,No especifica experiencia,154,20
6,2016,Jun,"Archipiélago de San Andrés, Providencia y Santa Catalina",Sin Experiencia,57,28
6,2016,Jun,"Archipiélago de San Andrés, Providencia y Santa Catalina",1 a 6 Meses,29,28
6,2016,Jun,"Archipiélago de San Andrés, Providencia y Santa Catalina",7 a 12 Meses,69,28
6,2016,Jun,"Archipiélago de San Andrés, Providencia y Santa Catalina",13 a 24 Meses,11,28
6,2016,Jun,"Archipiélago de San Andrés, Providencia y Santa Catalina",25 a 36 Meses,19,28
6,2016,Jun,"Archipiélago de San Andrés, Providencia y Santa Catalina",37 a 60 Meses,15,28
6,2016,Jun,"Archipiélago de San Andrés, Providencia y Santa Catalina",Mayor a 60 meses,17,28
6,2016,Jun,"Archipiélago de San Andrés, Providencia y Santa Catalina",No especifica experiencia,9,28
6,2016,Jun,Santander,Sin Experiencia,897,21
6,2016,Jun,Santander,1 a 6 Meses,125,21
6,2016,Jun,Santander,7 a 12 Meses,1701,21
6,2016,Jun,Santander,13 a 24 Meses,746,21
6,2016,Jun,Santander,25 a 36 Meses,222,21
6,2016,Jun,Santander,37 a 60 Meses,100,21
6,2016,Jun,Santander,Mayor a 60 meses,194,21
6,2016,Jun,Santander,No especifica experiencia,350,21
6,2016,Jun,Sucre,Sin Experiencia,70,22
6,2016,Jun,Sucre,1 a 6 Meses,6,22
6,2016,Jun,Sucre,7 a 12 Meses,152,22
6,2016,Jun,Sucre,13 a 24 Meses,42,22
6,2016,Jun,Sucre,25 a 36 Meses,29,22
6,2016,Jun,Sucre,37 a 60 Meses,8,22
6,2016,Jun,Sucre,Mayor a 60 meses,12,22
6,2016,Jun,Sucre,No especifica experiencia,33,22
6,2016,Jun,Tolima,Sin Experiencia,229,23
6,2016,Jun,Tolima,1 a 6 Meses,54,23
6,2016,Jun,Tolima,7 a 12 Meses,581,23
6,2016,Jun,Tolima,13 a 24 Meses,203,23
6,2016,Jun,Tolima,25 a 36 Meses,67,23
6,2016,Jun,Tolima,37 a 60 Meses,35,23
6,2016,Jun,Tolima,Mayor a 60 meses,11,23
6,2016,Jun,Tolima,No especifica experiencia,115,23
6,2016,Jun,Valle del Cauca,Sin Experiencia,1410,24
6,2016,Jun,Valle del Cauca,1 a 6 Meses,234,24
6,2016,Jun,Valle del Cauca,7 a 12 Meses,4324,24
6,2016,Jun,Valle del Cauca,13 a 24 Meses,2280,24
6,2016,Jun,Valle del Cauca,25 a 36 Meses,800,24
6,2016,Jun,Valle del Cauca,37 a 60 Meses,379,24
6,2016,Jun,Valle del Cauca,Mayor a 60 meses,646,24
6,2016,Jun,Valle del Cauca,No especifica experiencia,915,24
6,2016,Jun,Vaupés,Sin Experiencia,6,32
6,2016,Jun,Vaupés,1 a 6 Meses,2,32
6,2016,Jun,Vaupés,7 a 12 Meses,0,32
6,2016,Jun,Vaupés,13 a 24 Meses,0,32
6,2016,Jun,Vaupés,25 a 36 Meses,0,32
6,2016,Jun,Vaupés,37 a 60 Meses,0,32
6,2016,Jun,Vaupés,Mayor a 60 meses,0,32
6,2016,Jun,Vaupés,No especifica experiencia,0,32
6,2016,Jun,Vichada,Sin Experiencia,6,33
6,2016,Jun,Vichada,1 a 6 Meses,0,33
6,2016,Jun,Vichada,7 a 12 Meses,1,33
6,2016,Jun,Vichada,13 a 24 Meses,7,33
6,2016,Jun,Vichada,25 a 36 Meses,1,33
6,2016,Jun,Vichada,37 a 60 Meses,0,33
6,2016,Jun,Vichada,Mayor a 60 meses,1,33
6,2016,Jun,Vichada,No especifica experiencia,0,33
7,2016,Jul,Amazonas,Sin Experiencia,3,29
7,2016,Jul,Amazonas,1 a 6 Meses,11,29
7,2016,Jul,Amazonas,7 a 12 Meses,10,29
7,2016,Jul,Amazonas,13 a 24 Meses,11,29
7,2016,Jul,Amazonas,25 a 36 Meses,3,29
7,2016,Jul,Amazonas,37 a 60 Meses,3,29
7,2016,Jul,Amazonas,Mayor a 60 meses,0,29
7,2016,Jul,Amazonas,No especifica experiencia,0,29
7,2016,Jul,Antioquia,Sin Experiencia,2546,1
7,2016,Jul,Antioquia,1 a 6 Meses,448,1
7,2016,Jul,Antioquia,7 a 12 Meses,6038,1
7,2016,Jul,Antioquia,13 a 24 Meses,2389,1
7,2016,Jul,Antioquia,25 a 36 Meses,872,1
7,2016,Jul,Antioquia,37 a 60 Meses,500,1
7,2016,Jul,Antioquia,Mayor a 60 meses,627,1
7,2016,Jul,Antioquia,No especifica experiencia,2020,1
7,2016,Jul,Arauca,Sin Experiencia,55,25
7,2016,Jul,Arauca,1 a 6 Meses,9,25
7,2016,Jul,Arauca,7 a 12 Meses,19,25
7,2016,Jul,Arauca,13 a 24 Meses,12,25
7,2016,Jul,Arauca,25 a 36 Meses,6,25
7,2016,Jul,Arauca,37 a 60 Meses,4,25
7,2016,Jul,Arauca,Mayor a 60 meses,39,25
7,2016,Jul,Arauca,No especifica experiencia,34,25
7,2016,Jul,Atlántico,Sin Experiencia,542,2
7,2016,Jul,Atlántico,1 a 6 Meses,90,2
7,2016,Jul,Atlántico,7 a 12 Meses,1414,2
7,2016,Jul,Atlántico,13 a 24 Meses,887,2
7,2016,Jul,Atlántico,25 a 36 Meses,316,2
7,2016,Jul,Atlántico,37 a 60 Meses,165,2
7,2016,Jul,Atlántico,Mayor a 60 meses,235,2
7,2016,Jul,Atlántico,No especifica experiencia,237,2
7,2016,Jul,Bogotá D.C.,Sin Experiencia,10048,3
7,2016,Jul,Bogotá D.C.,1 a 6 Meses,760,3
7,2016,Jul,Bogotá D.C.,7 a 12 Meses,23929,3
7,2016,Jul,Bogotá D.C.,13 a 24 Meses,8301,3
7,2016,Jul,Bogotá D.C.,25 a 36 Meses,3376,3
7,2016,Jul,Bogotá D.C.,37 a 60 Meses,2109,3
7,2016,Jul,Bogotá D.C.,Mayor a 60 meses,1188,3
7,2016,Jul,Bogotá D.C.,No especifica experiencia,8903,3
7,2016,Jul,Bolívar,Sin Experiencia,384,4
7,2016,Jul,Bolívar,1 a 6 Meses,48,4
7,2016,Jul,Bolívar,7 a 12 Meses,641,4
7,2016,Jul,Bolívar,13 a 24 Meses,351,4
7,2016,Jul,Bolívar,25 a 36 Meses,165,4
7,2016,Jul,Bolívar,37 a 60 Meses,78,4
7,2016,Jul,Bolívar,Mayor a 60 meses,29,4
7,2016,Jul,Bolívar,No especifica experiencia,82,4
7,2016,Jul,Boyacá,Sin Experiencia,333,5
7,2016,Jul,Boyacá,1 a 6 Meses,108,5
7,2016,Jul,Boyacá,7 a 12 Meses,309,5
7,2016,Jul,Boyacá,13 a 24 Meses,113,5
7,2016,Jul,Boyacá,25 a 36 Meses,54,5
7,2016,Jul,Boyacá,37 a 60 Meses,33,5
7,2016,Jul,Boyacá,Mayor a 60 meses,78,5
7,2016,Jul,Boyacá,No especifica experiencia,136,5
7,2016,Jul,Caldas,Sin Experiencia,150,6
7,2016,Jul,Caldas,1 a 6 Meses,55,6
7,2016,Jul,Caldas,7 a 12 Meses,358,6
7,2016,Jul,Caldas,13 a 24 Meses,143,6
7,2016,Jul,Caldas,25 a 36 Meses,45,6
7,2016,Jul,Caldas,37 a 60 Meses,23,6
7,2016,Jul,Caldas,Mayor a 60 meses,103,6
7,2016,Jul,Caldas,No especifica experiencia,86,6
7,2016,Jul,Caquetá,Sin Experiencia,89,7
7,2016,Jul,Caquetá,1 a 6 Meses,15,7
7,2016,Jul,Caquetá,7 a 12 Meses,55,7
7,2016,Jul,Caquetá,13 a 24 Meses,18,7
7,2016,Jul,Caquetá,25 a 36 Meses,6,7
7,2016,Jul,Caquetá,37 a 60 Meses,3,7
7,2016,Jul,Caquetá,Mayor a 60 meses,2,7
7,2016,Jul,Caquetá,No especifica experiencia,14,7
7,2016,Jul,Casanare,Sin Experiencia,443,26
7,2016,Jul,Casanare,1 a 6 Meses,47,26
7,2016,Jul,Casanare,7 a 12 Meses,165,26
7,2016,Jul,Casanare,13 a 24 Meses,61,26
7,2016,Jul,Casanare,25 a 36 Meses,33,26
7,2016,Jul,Casanare,37 a 60 Meses,33,26
7,2016,Jul,Casanare,Mayor a 60 meses,237,26
7,2016,Jul,Casanare,No especifica experiencia,392,26
7,2016,Jul,Cauca,Sin Experiencia,153,8
7,2016,Jul,Cauca,1 a 6 Meses,25,8
7,2016,Jul,Cauca,7 a 12 Meses,239,8
7,2016,Jul,Cauca,13 a 24 Meses,98,8
7,2016,Jul,Cauca,25 a 36 Meses,37,8
7,2016,Jul,Cauca,37 a 60 Meses,18,8
7,2016,Jul,Cauca,Mayor a 60 meses,104,8
7,2016,Jul,Cauca,No especifica experiencia,66,8
7,2016,Jul,Cesar,Sin Experiencia,140,9
7,2016,Jul,Cesar,1 a 6 Meses,23,9
7,2016,Jul,Cesar,7 a 12 Meses,262,9
7,2016,Jul,Cesar,13 a 24 Meses,94,9
7,2016,Jul,Cesar,25 a 36 Meses,49,9
7,2016,Jul,Cesar,37 a 60 Meses,16,9
7,2016,Jul,Cesar,Mayor a 60 meses,37,9
7,2016,Jul,Cesar,No especifica experiencia,59,9
7,2016,Jul,Chocó,Sin Experiencia,77,12
7,2016,Jul,Chocó,1 a 6 Meses,3,12
7,2016,Jul,Chocó,7 a 12 Meses,33,12
7,2016,Jul,Chocó,13 a 24 Meses,9,12
7,2016,Jul,Chocó,25 a 36 Meses,4,12
7,2016,Jul,Chocó,37 a 60 Meses,2,12
7,2016,Jul,Chocó,Mayor a 60 meses,9,12
7,2016,Jul,Chocó,No especifica experiencia,12,12
7,2016,Jul,Córdoba,Sin Experiencia,89,10
7,2016,Jul,Córdoba,1 a 6 Meses,28,10
7,2016,Jul,Córdoba,7 a 12 Meses,237,10
7,2016,Jul,Córdoba,13 a 24 Meses,87,10
7,2016,Jul,Córdoba,25 a 36 Meses,30,10
7,2016,Jul,Córdoba,37 a 60 Meses,18,10
7,2016,Jul,Córdoba,Mayor a 60 meses,24,10
7,2016,Jul,Córdoba,No especifica experiencia,64,10
7,2016,Jul,Cundinamarca,Sin Experiencia,913,11
7,2016,Jul,Cundinamarca,1 a 6 Meses,172,11
7,2016,Jul,Cundinamarca,7 a 12 Meses,1990,11
7,2016,Jul,Cundinamarca,13 a 24 Meses,662,11
7,2016,Jul,Cundinamarca,25 a 36 Meses,263,11
7,2016,Jul,Cundinamarca,37 a 60 Meses,106,11
7,2016,Jul,Cundinamarca,Mayor a 60 meses,384,11
7,2016,Jul,Cundinamarca,No especifica experiencia,784,11
7,2016,Jul,Guainía,Sin Experiencia,0,30
7,2016,Jul,Guainía,1 a 6 Meses,0,30
7,2016,Jul,Guainía,7 a 12 Meses,5,30
7,2016,Jul,Guainía,13 a 24 Meses,6,30
7,2016,Jul,Guainía,25 a 36 Meses,6,30
7,2016,Jul,Guainía,37 a 60 Meses,0,30
7,2016,Jul,Guainía,Mayor a 60 meses,0,30
7,2016,Jul,Guainía,No especifica experiencia,0,30
7,2016,Jul,Guaviare,Sin Experiencia,9,31
7,2016,Jul,Guaviare,1 a 6 Meses,4,31
7,2016,Jul,Guaviare,7 a 12 Meses,12,31
7,2016,Jul,Guaviare,13 a 24 Meses,2,31
7,2016,Jul,Guaviare,25 a 36 Meses,2,31
7,2016,Jul,Guaviare,37 a 60 Meses,1,31
7,2016,Jul,Guaviare,Mayor a 60 meses,0,31
7,2016,Jul,Guaviare,No especifica experiencia,2,31
7,2016,Jul,Huila,Sin Experiencia,158,13
7,2016,Jul,Huila,1 a 6 Meses,75,13
7,2016,Jul,Huila,7 a 12 Meses,456,13
7,2016,Jul,Huila,13 a 24 Meses,111,13
7,2016,Jul,Huila,25 a 36 Meses,38,13
7,2016,Jul,Huila,37 a 60 Meses,25,13
7,2016,Jul,Huila,Mayor a 60 meses,81,13
7,2016,Jul,Huila,No especifica experiencia,113,13
7,2016,Jul,La Guajira,Sin Experiencia,63,14
7,2016,Jul,La Guajira,1 a 6 Meses,9,14
7,2016,Jul,La Guajira,7 a 12 Meses,75,14
7,2016,Jul,La Guajira,13 a 24 Meses,55,14
7,2016,Jul,La Guajira,25 a 36 Meses,25,14
7,2016,Jul,La Guajira,37 a 60 Meses,24,14
7,2016,Jul,La Guajira,Mayor a 60 meses,30,14
7,2016,Jul,La Guajira,No especifica experiencia,22,14
7,2016,Jul,Magdalena,Sin Experiencia,101,15
7,2016,Jul,Magdalena,1 a 6 Meses,43,15
7,2016,Jul,Magdalena,7 a 12 Meses,307,15
7,2016,Jul,Magdalena,13 a 24 Meses,131,15
7,2016,Jul,Magdalena,25 a 36 Meses,51,15
7,2016,Jul,Magdalena,37 a 60 Meses,15,15
7,2016,Jul,Magdalena,Mayor a 60 meses,7,15
7,2016,Jul,Magdalena,No especifica experiencia,38,15
7,2016,Jul,Meta,Sin Experiencia,527,16
7,2016,Jul,Meta,1 a 6 Meses,90,16
7,2016,Jul,Meta,7 a 12 Meses,519,16
7,2016,Jul,Meta,13 a 24 Meses,196,16
7,2016,Jul,Meta,25 a 36 Meses,71,16
7,2016,Jul,Meta,37 a 60 Meses,36,16
7,2016,Jul,Meta,Mayor a 60 meses,260,16
7,2016,Jul,Meta,No especifica experiencia,362,16
7,2016,Jul,Nariño,Sin Experiencia,117,17
7,2016,Jul,Nariño,1 a 6 Meses,54,17
7,2016,Jul,Nariño,7 a 12 Meses,309,17
7,2016,Jul,Nariño,13 a 24 Meses,129,17
7,2016,Jul,Nariño,25 a 36 Meses,37,17
7,2016,Jul,Nariño,37 a 60 Meses,30,17
7,2016,Jul,Nariño,Mayor a 60 meses,63,17
7,2016,Jul,Nariño,No especifica experiencia,44,17
7,2016,Jul,Norte de Santander,Sin Experiencia,160,18
7,2016,Jul,Norte de Santander,1 a 6 Meses,33,18
7,2016,Jul,Norte de Santander,7 a 12 Meses,328,18
7,2016,Jul,Norte de Santander,13 a 24 Meses,149,18
7,2016,Jul,Norte de Santander,25 a 36 Meses,36,18
7,2016,Jul,Norte de Santander,37 a 60 Meses,27,18
7,2016,Jul,Norte de Santander,Mayor a 60 meses,26,18
7,2016,Jul,Norte de Santander,No especifica experiencia,44,18
7,2016,Jul,Putumayo,Sin Experiencia,54,27
7,2016,Jul,Putumayo,1 a 6 Meses,13,27
7,2016,Jul,Putumayo,7 a 12 Meses,29,27
7,2016,Jul,Putumayo,13 a 24 Meses,11,27
7,2016,Jul,Putumayo,25 a 36 Meses,7,27
7,2016,Jul,Putumayo,37 a 60 Meses,5,27
7,2016,Jul,Putumayo,Mayor a 60 meses,27,27
7,2016,Jul,Putumayo,No especifica experiencia,77,27
7,2016,Jul,Quindío,Sin Experiencia,108,19
7,2016,Jul,Quindío,1 a 6 Meses,33,19
7,2016,Jul,Quindío,7 a 12 Meses,280,19
7,2016,Jul,Quindío,13 a 24 Meses,78,19
7,2016,Jul,Quindío,25 a 36 Meses,36,19
7,2016,Jul,Quindío,37 a 60 Meses,14,19
7,2016,Jul,Quindío,Mayor a 60 meses,13,19
7,2016,Jul,Quindío,No especifica experiencia,60,19
7,2016,Jul,Risaralda,Sin Experiencia,242,20
7,2016,Jul,Risaralda,1 a 6 Meses,109,20
7,2016,Jul,Risaralda,7 a 12 Meses,791,20
7,2016,Jul,Risaralda,13 a 24 Meses,298,20
7,2016,Jul,Risaralda,25 a 36 Meses,77,20
7,2016,Jul,Risaralda,37 a 60 Meses,44,20
7,2016,Jul,Risaralda,Mayor a 60 meses,109,20
7,2016,Jul,Risaralda,No especifica experiencia,149,20
7,2016,Jul,"Archipiélago de San Andrés, Providencia y Santa Catalina",Sin Experiencia,60,28
7,2016,Jul,"Archipiélago de San Andrés, Providencia y Santa Catalina",1 a 6 Meses,38,28
7,2016,Jul,"Archipiélago de San Andrés, Providencia y Santa Catalina",7 a 12 Meses,25,28
7,2016,Jul,"Archipiélago de San Andrés, Providencia y Santa Catalina",13 a 24 Meses,15,28
7,2016,Jul,"Archipiélago de San Andrés, Providencia y Santa Catalina",25 a 36 Meses,10,28
7,2016,Jul,"Archipiélago de San Andrés, Providencia y Santa Catalina",37 a 60 Meses,11,28
7,2016,Jul,"Archipiélago de San Andrés, Providencia y Santa Catalina",Mayor a 60 meses,14,28
7,2016,Jul,"Archipiélago de San Andrés, Providencia y Santa Catalina",No especifica experiencia,4,28
7,2016,Jul,Santander,Sin Experiencia,893,21
7,2016,Jul,Santander,1 a 6 Meses,125,21
7,2016,Jul,Santander,7 a 12 Meses,1422,21
7,2016,Jul,Santander,13 a 24 Meses,769,21
7,2016,Jul,Santander,25 a 36 Meses,265,21
7,2016,Jul,Santander,37 a 60 Meses,108,21
7,2016,Jul,Santander,Mayor a 60 meses,157,21
7,2016,Jul,Santander,No especifica experiencia,314,21
7,2016,Jul,Sucre,Sin Experiencia,92,22
7,2016,Jul,Sucre,1 a 6 Meses,4,22
7,2016,Jul,Sucre,7 a 12 Meses,150,22
7,2016,Jul,Sucre,13 a 24 Meses,52,22
7,2016,Jul,Sucre,25 a 36 Meses,6,22
7,2016,Jul,Sucre,37 a 60 Meses,4,22
7,2016,Jul,Sucre,Mayor a 60 meses,8,22
7,2016,Jul,Sucre,No especifica experiencia,19,22
7,2016,Jul,Tolima,Sin Experiencia,281,23
7,2016,Jul,Tolima,1 a 6 Meses,74,23
7,2016,Jul,Tolima,7 a 12 Meses,533,23
7,2016,Jul,Tolima,13 a 24 Meses,192,23
7,2016,Jul,Tolima,25 a 36 Meses,58,23
7,2016,Jul,Tolima,37 a 60 Meses,28,23
7,2016,Jul,Tolima,Mayor a 60 meses,66,23
7,2016,Jul,Tolima,No especifica experiencia,125,23
7,2016,Jul,Valle del Cauca,Sin Experiencia,1673,24
7,2016,Jul,Valle del Cauca,1 a 6 Meses,267,24
7,2016,Jul,Valle del Cauca,7 a 12 Meses,3919,24
7,2016,Jul,Valle del Cauca,13 a 24 Meses,1836,24
7,2016,Jul,Valle del Cauca,25 a 36 Meses,653,24
7,2016,Jul,Valle del Cauca,37 a 60 Meses,313,24
7,2016,Jul,Valle del Cauca,Mayor a 60 meses,396,24
7,2016,Jul,Valle del Cauca,No especifica experiencia,727,24
7,2016,Jul,Vaupés,Sin Experiencia,2,32
7,2016,Jul,Vaupés,1 a 6 Meses,0,32
7,2016,Jul,Vaupés,7 a 12 Meses,1,32
7,2016,Jul,Vaupés,13 a 24 Meses,1,32
7,2016,Jul,Vaupés,25 a 36 Meses,3,32
7,2016,Jul,Vaupés,37 a 60 Meses,0,32
7,2016,Jul,Vaupés,Mayor a 60 meses,0,32
7,2016,Jul,Vaupés,No especifica experiencia,0,32
7,2016,Jul,Vichada,Sin Experiencia,2,33
7,2016,Jul,Vichada,1 a 6 Meses,3,33
7,2016,Jul,Vichada,7 a 12 Meses,5,33
7,2016,Jul,Vichada,13 a 24 Meses,0,33
7,2016,Jul,Vichada,25 a 36 Meses,2,33
7,2016,Jul,Vichada,37 a 60 Meses,0,33
7,2016,Jul,Vichada,Mayor a 60 meses,0,33
7,2016,Jul,Vichada,No especifica experiencia,2,33
8,2016,Ago,Amazonas,Sin Experiencia,9,29
8,2016,Ago,Amazonas,1 a 6 Meses,16,29
8,2016,Ago,Amazonas,7 a 12 Meses,14,29
8,2016,Ago,Amazonas,13 a 24 Meses,4,29
8,2016,Ago,Amazonas,25 a 36 Meses,3,29
8,2016,Ago,Amazonas,37 a 60 Meses,1,29
8,2016,Ago,Amazonas,Mayor a 60 meses,10,29
8,2016,Ago,Amazonas,No especifica experiencia,15,29
8,2016,Ago,Antioquia,Sin Experiencia,3099,1
8,2016,Ago,Antioquia,1 a 6 Meses,484,1
8,2016,Ago,Antioquia,7 a 12 Meses,6911,1
8,2016,Ago,Antioquia,13 a 24 Meses,2875,1
8,2016,Ago,Antioquia,25 a 36 Meses,1123,1
8,2016,Ago,Antioquia,37 a 60 Meses,617,1
8,2016,Ago,Antioquia,Mayor a 60 meses,979,1
8,2016,Ago,Antioquia,No especifica experiencia,2745,1
8,2016,Ago,Arauca,Sin Experiencia,53,25
8,2016,Ago,Arauca,1 a 6 Meses,8,25
8,2016,Ago,Arauca,7 a 12 Meses,33,25
8,2016,Ago,Arauca,13 a 24 Meses,15,25
8,2016,Ago,Arauca,25 a 36 Meses,5,25
8,2016,Ago,Arauca,37 a 60 Meses,7,25
8,2016,Ago,Arauca,Mayor a 60 meses,36,25
8,2016,Ago,Arauca,No especifica experiencia,38,25
8,2016,Ago,Atlántico,Sin Experiencia,654,2
8,2016,Ago,Atlántico,1 a 6 Meses,107,2
8,2016,Ago,Atlántico,7 a 12 Meses,1747,2
8,2016,Ago,Atlántico,13 a 24 Meses,953,2
8,2016,Ago,Atlántico,25 a 36 Meses,330,2
8,2016,Ago,Atlántico,37 a 60 Meses,227,2
8,2016,Ago,Atlántico,Mayor a 60 meses,354,2
8,2016,Ago,Atlántico,No especifica experiencia,392,2
8,2016,Ago,Bogotá D.C.,Sin Experiencia,11444,3
8,2016,Ago,Bogotá D.C.,1 a 6 Meses,947,3
8,2016,Ago,Bogotá D.C.,7 a 12 Meses,29323,3
8,2016,Ago,Bogotá D.C.,13 a 24 Meses,10228,3
8,2016,Ago,Bogotá D.C.,25 a 36 Meses,4007,3
8,2016,Ago,Bogotá D.C.,37 a 60 Meses,2444,3
8,2016,Ago,Bogotá D.C.,Mayor a 60 meses,1449,3
8,2016,Ago,Bogotá D.C.,No especifica experiencia,11434,3
8,2016,Ago,Bolívar,Sin Experiencia,533,4
8,2016,Ago,Bolívar,1 a 6 Meses,36,4
8,2016,Ago,Bolívar,7 a 12 Meses,827,4
8,2016,Ago,Bolívar,13 a 24 Meses,389,4
8,2016,Ago,Bolívar,25 a 36 Meses,203,4
8,2016,Ago,Bolívar,37 a 60 Meses,99,4
8,2016,Ago,Bolívar,Mayor a 60 meses,41,4
8,2016,Ago,Bolívar,No especifica experiencia,91,4
8,2016,Ago,Boyacá,Sin Experiencia,399,5
8,2016,Ago,Boyacá,1 a 6 Meses,139,5
8,2016,Ago,Boyacá,7 a 12 Meses,398,5
8,2016,Ago,Boyacá,13 a 24 Meses,172,5
8,2016,Ago,Boyacá,25 a 36 Meses,44,5
8,2016,Ago,Boyacá,37 a 60 Meses,23,5
8,2016,Ago,Boyacá,Mayor a 60 meses,89,5
8,2016,Ago,Boyacá,No especifica experiencia,208,5
8,2016,Ago,Caldas,Sin Experiencia,199,6
8,2016,Ago,Caldas,1 a 6 Meses,39,6
8,2016,Ago,Caldas,7 a 12 Meses,424,6
8,2016,Ago,Caldas,13 a 24 Meses,204,6
8,2016,Ago,Caldas,25 a 36 Meses,66,6
8,2016,Ago,Caldas,37 a 60 Meses,25,6
8,2016,Ago,Caldas,Mayor a 60 meses,137,6
8,2016,Ago,Caldas,No especifica experiencia,148,6
8,2016,Ago,Caquetá,Sin Experiencia,133,7
8,2016,Ago,Caquetá,1 a 6 Meses,32,7
8,2016,Ago,Caquetá,7 a 12 Meses,46,7
8,2016,Ago,Caquetá,13 a 24 Meses,31,7
8,2016,Ago,Caquetá,25 a 36 Meses,6,7
8,2016,Ago,Caquetá,37 a 60 Meses,1,7
8,2016,Ago,Caquetá,Mayor a 60 meses,1,7
8,2016,Ago,Caquetá,No especifica experiencia,11,7
8,2016,Ago,Casanare,Sin Experiencia,529,26
8,2016,Ago,Casanare,1 a 6 Meses,71,26
8,2016,Ago,Casanare,7 a 12 Meses,208,26
8,2016,Ago,Casanare,13 a 24 Meses,79,26
8,2016,Ago,Casanare,25 a 36 Meses,60,26
8,2016,Ago,Casanare,37 a 60 Meses,46,26
8,2016,Ago,Casanare,Mayor a 60 meses,295,26
8,2016,Ago,Casanare,No especifica experiencia,543,26
8,2016,Ago,Cauca,Sin Experiencia,180,8
8,2016,Ago,Cauca,1 a 6 Meses,39,8
8,2016,Ago,Cauca,7 a 12 Meses,281,8
8,2016,Ago,Cauca,13 a 24 Meses,82,8
8,2016,Ago,Cauca,25 a 36 Meses,32,8
8,2016,Ago,Cauca,37 a 60 Meses,10,8
8,2016,Ago,Cauca,Mayor a 60 meses,118,8
8,2016,Ago,Cauca,No especifica experiencia,78,8
8,2016,Ago,Cesar,Sin Experiencia,157,9
8,2016,Ago,Cesar,1 a 6 Meses,35,9
8,2016,Ago,Cesar,7 a 12 Meses,245,9
8,2016,Ago,Cesar,13 a 24 Meses,139,9
8,2016,Ago,Cesar,25 a 36 Meses,48,9
8,2016,Ago,Cesar,37 a 60 Meses,22,9
8,2016,Ago,Cesar,Mayor a 60 meses,33,9
8,2016,Ago,Cesar,No especifica experiencia,57,9
8,2016,Ago,Chocó,Sin Experiencia,43,12
8,2016,Ago,Chocó,1 a 6 Meses,2,12
8,2016,Ago,Chocó,7 a 12 Meses,34,12
8,2016,Ago,Chocó,13 a 24 Meses,12,12
8,2016,Ago,Chocó,25 a 36 Meses,7,12
8,2016,Ago,Chocó,37 a 60 Meses,3,12
8,2016,Ago,Chocó,Mayor a 60 meses,11,12
8,2016,Ago,Chocó,No especifica experiencia,4,12
8,2016,Ago,Córdoba,Sin Experiencia,114,10
8,2016,Ago,Córdoba,1 a 6 Meses,34,10
8,2016,Ago,Córdoba,7 a 12 Meses,238,10
8,2016,Ago,Córdoba,13 a 24 Meses,108,10
8,2016,Ago,Córdoba,25 a 36 Meses,46,10
8,2016,Ago,Córdoba,37 a 60 Meses,18,10
8,2016,Ago,Córdoba,Mayor a 60 meses,57,10
8,2016,Ago,Córdoba,No especifica experiencia,72,10
8,2016,Ago,Cundinamarca,Sin Experiencia,1099,11
8,2016,Ago,Cundinamarca,1 a 6 Meses,168,11
8,2016,Ago,Cundinamarca,7 a 12 Meses,2602,11
8,2016,Ago,Cundinamarca,13 a 24 Meses,796,11
8,2016,Ago,Cundinamarca,25 a 36 Meses,297,11
8,2016,Ago,Cundinamarca,37 a 60 Meses,117,11
8,2016,Ago,Cundinamarca,Mayor a 60 meses,490,11
8,2016,Ago,Cundinamarca,No especifica experiencia,1141,11
8,2016,Ago,Guainía,Sin Experiencia,2,30
8,2016,Ago,Guainía,1 a 6 Meses,3,30
8,2016,Ago,Guainía,7 a 12 Meses,6,30
8,2016,Ago,Guainía,13 a 24 Meses,15,30
8,2016,Ago,Guainía,25 a 36 Meses,1,30
8,2016,Ago,Guainía,37 a 60 Meses,1,30
8,2016,Ago,Guainía,Mayor a 60 meses,0,30
8,2016,Ago,Guainía,No especifica experiencia,0,30
8,2016,Ago,Guaviare,Sin Experiencia,5,31
8,2016,Ago,Guaviare,1 a 6 Meses,2,31
8,2016,Ago,Guaviare,7 a 12 Meses,16,31
8,2016,Ago,Guaviare,13 a 24 Meses,4,31
