num_mes,anio,Mes,departamento,experiencia,cant_exp,cod_dpto
1,2015,Ene,Amazonas,Sin Experiencia,9,29
1,2015,Ene,Amazonas,1 a 6 Meses,0,29
1,2015,Ene,Amazonas,7 a 12 Meses,3,29
1,2015,Ene,Amazonas,13 a 24 Meses,2,29
1,2015,Ene,Amazonas,25 a 36 Meses,1,29
1,2015,Ene,Amazonas,37 a 60 Meses,2,29
1,2015,Ene,Amazonas,Mayor a 60 meses,3,29
1,2015,Ene,Amazonas,No especifica experiencia,0,29
1,2015,Ene,Antioquia,Sin Experiencia,1089,1
1,2015,Ene,Antioquia,1 a 6 Meses,0,1
1,2015,Ene,Antioquia,7 a 12 Meses,1547,1
1,2015,Ene,Antioquia,13 a 24 Meses,685,1
1,2015,Ene,Antioquia,25 a 36 Meses,308,1
1,2015,Ene,Antioquia,37 a 60 Meses,163,1
1,2015,Ene,Antioquia,Mayor a 60 meses,38,1
1,2015,Ene,Antioquia,No especifica experiencia,248,1
1,2015,Ene,Arauca,Sin Experiencia,27,25
1,2015,Ene,Arauca,1 a 6 Meses,0,25
1,2015,Ene,Arauca,7 a 12 Meses,5,25
1,2015,Ene,Arauca,13 a 24 Meses,9,25
1,2015,Ene,Arauca,25 a 36 Meses,1,25
1,2015,Ene,Arauca,37 a 60 Meses,5,25
1,2015,Ene,Arauca,Mayor a 60 meses,3,25
1,2015,Ene,Arauca,No especifica experiencia,0,25
1,2015,Ene,Atlántico,Sin Experiencia,326,2
1,2015,Ene,Atlántico,1 a 6 Meses,0,2
1,2015,Ene,Atlántico,7 a 12 Meses,455,2
1,2015,Ene,Atlántico,13 a 24 Meses,244,2
1,2015,Ene,Atlántico,25 a 36 Meses,108,2
1,2015,Ene,Atlántico,37 a 60 Meses,69,2
1,2015,Ene,Atlántico,Mayor a 60 meses,27,2
1,2015,Ene,Atlántico,No especifica experiencia,84,2
1,2015,Ene,Bogotá D.C.,Sin Experiencia,7274,3
1,2015,Ene,Bogotá D.C.,1 a 6 Meses,1,3
1,2015,Ene,Bogotá D.C.,7 a 12 Meses,16635,3
1,2015,Ene,Bogotá D.C.,13 a 24 Meses,4827,3
1,2015,Ene,Bogotá D.C.,25 a 36 Meses,2170,3
1,2015,Ene,Bogotá D.C.,37 a 60 Meses,1320,3
1,2015,Ene,Bogotá D.C.,Mayor a 60 meses,423,3
1,2015,Ene,Bogotá D.C.,No especifica experiencia,1185,3
1,2015,Ene,Bolívar,Sin Experiencia,85,4
1,2015,Ene,Bolívar,1 a 6 Meses,0,4
1,2015,Ene,Bolívar,7 a 12 Meses,217,4
1,2015,Ene,Bolívar,13 a 24 Meses,139,4
1,2015,Ene,Bolívar,25 a 36 Meses,59,4
1,2015,Ene,Bolívar,37 a 60 Meses,34,4
1,2015,Ene,Bolívar,Mayor a 60 meses,13,4
1,2015,Ene,Bolívar,No especifica experiencia,261,4
1,2015,Ene,Boyacá,Sin Experiencia,64,5
1,2015,Ene,Boyacá,1 a 6 Meses,0,5
1,2015,Ene,Boyacá,7 a 12 Meses,160,5
1,2015,Ene,Boyacá,13 a 24 Meses,33,5
1,2015,Ene,Boyacá,25 a 36 Meses,26,5
1,2015,Ene,Boyacá,37 a 60 Meses,14,5
1,2015,Ene,Boyacá,Mayor a 60 meses,8,5
1,2015,Ene,Boyacá,No especifica experiencia,3,5
1,2015,Ene,Caldas,Sin Experiencia,176,6
1,2015,Ene,Caldas,1 a 6 Meses,0,6
1,2015,Ene,Caldas,7 a 12 Meses,83,6
1,2015,Ene,Caldas,13 a 24 Meses,38,6
1,2015,Ene,Caldas,25 a 36 Meses,15,6
1,2015,Ene,Caldas,37 a 60 Meses,10,6
1,2015,Ene,Caldas,Mayor a 60 meses,8,6
1,2015,Ene,Caldas,No especifica experiencia,24,6
1,2015,Ene,Caquetá,Sin Experiencia,15,7
1,2015,Ene,Caquetá,1 a 6 Meses,0,7
1,2015,Ene,Caquetá,7 a 12 Meses,33,7
1,2015,Ene,Caquetá,13 a 24 Meses,6,7
1,2015,Ene,Caquetá,25 a 36 Meses,5,7
1,2015,Ene,Caquetá,37 a 60 Meses,1,7
1,2015,Ene,Caquetá,Mayor a 60 meses,0,7
1,2015,Ene,Caquetá,No especifica experiencia,1,7
1,2015,Ene,Casanare,Sin Experiencia,95,26
1,2015,Ene,Casanare,1 a 6 Meses,0,26
1,2015,Ene,Casanare,7 a 12 Meses,91,26
1,2015,Ene,Casanare,13 a 24 Meses,21,26
1,2015,Ene,Casanare,25 a 36 Meses,10,26
1,2015,Ene,Casanare,37 a 60 Meses,4,26
1,2015,Ene,Casanare,Mayor a 60 meses,2,26
1,2015,Ene,Casanare,No especifica experiencia,1,26
1,2015,Ene,Cauca,Sin Experiencia,14,8
1,2015,Ene,Cauca,1 a 6 Meses,0,8
1,2015,Ene,Cauca,7 a 12 Meses,70,8
1,2015,Ene,Cauca,13 a 24 Meses,30,8
1,2015,Ene,Cauca,25 a 36 Meses,13,8
1,2015,Ene,Cauca,37 a 60 Meses,8,8
1,2015,Ene,Cauca,Mayor a 60 meses,2,8
1,2015,Ene,Cauca,No especifica experiencia,167,8
1,2015,Ene,Cesar,Sin Experiencia,33,9
1,2015,Ene,Cesar,1 a 6 Meses,0,9
1,2015,Ene,Cesar,7 a 12 Meses,80,9
1,2015,Ene,Cesar,13 a 24 Meses,30,9
1,2015,Ene,Cesar,25 a 36 Meses,20,9
1,2015,Ene,Cesar,37 a 60 Meses,8,9
1,2015,Ene,Cesar,Mayor a 60 meses,8,9
1,2015,Ene,Cesar,No especifica experiencia,70,9
1,2015,Ene,Chocó,Sin Experiencia,3,12
1,2015,Ene,Chocó,1 a 6 Meses,0,12
1,2015,Ene,Chocó,7 a 12 Meses,15,12
1,2015,Ene,Chocó,13 a 24 Meses,6,12
1,2015,Ene,Chocó,25 a 36 Meses,1,12
1,2015,Ene,Chocó,37 a 60 Meses,1,12
1,2015,Ene,Chocó,Mayor a 60 meses,0,12
1,2015,Ene,Chocó,No especifica experiencia,11,12
1,2015,Ene,Córdoba,Sin Experiencia,57,10
1,2015,Ene,Córdoba,1 a 6 Meses,0,10
1,2015,Ene,Córdoba,7 a 12 Meses,61,10
1,2015,Ene,Córdoba,13 a 24 Meses,39,10
1,2015,Ene,Córdoba,25 a 36 Meses,18,10
1,2015,Ene,Córdoba,37 a 60 Meses,4,10
1,2015,Ene,Córdoba,Mayor a 60 meses,13,10
1,2015,Ene,Córdoba,No especifica experiencia,11,10
1,2015,Ene,Cundinamarca,Sin Experiencia,345,11
1,2015,Ene,Cundinamarca,1 a 6 Meses,0,11
1,2015,Ene,Cundinamarca,7 a 12 Meses,620,11
1,2015,Ene,Cundinamarca,13 a 24 Meses,112,11
1,2015,Ene,Cundinamarca,25 a 36 Meses,56,11
1,2015,Ene,Cundinamarca,37 a 60 Meses,21,11
1,2015,Ene,Cundinamarca,Mayor a 60 meses,14,11
1,2015,Ene,Cundinamarca,No especifica experiencia,55,11
1,2015,Ene,Guainía,Sin Experiencia,0,30
1,2015,Ene,Guainía,1 a 6 Meses,0,30
1,2015,Ene,Guainía,7 a 12 Meses,2,30
1,2015,Ene,Guainía,13 a 24 Meses,0,30
1,2015,Ene,Guainía,25 a 36 Meses,0,30
1,2015,Ene,Guainía,37 a 60 Meses,0,30
1,2015,Ene,Guainía,Mayor a 60 meses,0,30
1,2015,Ene,Guainía,No especifica experiencia,0,30
1,2015,Ene,Guaviare,Sin Experiencia,0,31
1,2015,Ene,Guaviare,1 a 6 Meses,0,31
1,2015,Ene,Guaviare,7 a 12 Meses,9,31
1,2015,Ene,Guaviare,13 a 24 Meses,0,31
1,2015,Ene,Guaviare,25 a 36 Meses,1,31
1,2015,Ene,Guaviare,37 a 60 Meses,0,31
1,2015,Ene,Guaviare,Mayor a 60 meses,0,31
1,2015,Ene,Guaviare,No especifica experiencia,0,31
1,2015,Ene,Huila,Sin Experiencia,48,13
1,2015,Ene,Huila,1 a 6 Meses,0,13
1,2015,Ene,Huila,7 a 12 Meses,121,13
1,2015,Ene,Huila,13 a 24 Meses,52,13
1,2015,Ene,Huila,25 a 36 Meses,12,13
1,2015,Ene,Huila,37 a 60 Meses,7,13
1,2015,Ene,Huila,Mayor a 60 meses,0,13
1,2015,Ene,Huila,No especifica experiencia,130,13
1,2015,Ene,La Guajira,Sin Experiencia,12,14
1,2015,Ene,La Guajira,1 a 6 Meses,0,14
1,2015,Ene,La Guajira,7 a 12 Meses,22,14
1,2015,Ene,La Guajira,13 a 24 Meses,7,14
1,2015,Ene,La Guajira,25 a 36 Meses,4,14
1,2015,Ene,La Guajira,37 a 60 Meses,0,14
1,2015,Ene,La Guajira,Mayor a 60 meses,0,14
1,2015,Ene,La Guajira,No especifica experiencia,87,14
1,2015,Ene,Magdalena,Sin Experiencia,60,15
1,2015,Ene,Magdalena,1 a 6 Meses,0,15
1,2015,Ene,Magdalena,7 a 12 Meses,78,15
1,2015,Ene,Magdalena,13 a 24 Meses,44,15
1,2015,Ene,Magdalena,25 a 36 Meses,23,15
1,2015,Ene,Magdalena,37 a 60 Meses,34,15
1,2015,Ene,Magdalena,Mayor a 60 meses,13,15
1,2015,Ene,Magdalena,No especifica experiencia,0,15
1,2015,Ene,Meta,Sin Experiencia,631,16
1,2015,Ene,Meta,1 a 6 Meses,0,16
1,2015,Ene,Meta,7 a 12 Meses,227,16
1,2015,Ene,Meta,13 a 24 Meses,92,16
1,2015,Ene,Meta,25 a 36 Meses,55,16
1,2015,Ene,Meta,37 a 60 Meses,25,16
1,2015,Ene,Meta,Mayor a 60 meses,15,16
1,2015,Ene,Meta,No especifica experiencia,9,16
1,2015,Ene,Nariño,Sin Experiencia,24,17
1,2015,Ene,Nariño,1 a 6 Meses,0,17
1,2015,Ene,Nariño,7 a 12 Meses,59,17
1,2015,Ene,Nariño,13 a 24 Meses,36,17
1,2015,Ene,Nariño,25 a 36 Meses,8,17
1,2015,Ene,Nariño,37 a 60 Meses,9,17
1,2015,Ene,Nariño,Mayor a 60 meses,1,17
1,2015,Ene,Nariño,No especifica experiencia,36,17
1,2015,Ene,Norte de Santander,Sin Experiencia,50,18
1,2015,Ene,Norte de Santander,1 a 6 Meses,0,18
1,2015,Ene,Norte de Santander,7 a 12 Meses,81,18
1,2015,Ene,Norte de Santander,13 a 24 Meses,29,18
1,2015,Ene,Norte de Santander,25 a 36 Meses,23,18
1,2015,Ene,Norte de Santander,37 a 60 Meses,8,18
1,2015,Ene,Norte de Santander,Mayor a 60 meses,1,18
1,2015,Ene,Norte de Santander,No especifica experiencia,73,18
1,2015,Ene,Putumayo,Sin Experiencia,134,27
1,2015,Ene,Putumayo,1 a 6 Meses,0,27
1,2015,Ene,Putumayo,7 a 12 Meses,12,27
1,2015,Ene,Putumayo,13 a 24 Meses,3,27
1,2015,Ene,Putumayo,25 a 36 Meses,1,27
1,2015,Ene,Putumayo,37 a 60 Meses,4,27
1,2015,Ene,Putumayo,Mayor a 60 meses,0,27
1,2015,Ene,Putumayo,No especifica experiencia,23,27
1,2015,Ene,Quindío,Sin Experiencia,25,19
1,2015,Ene,Quindío,1 a 6 Meses,0,19
1,2015,Ene,Quindío,7 a 12 Meses,91,19
1,2015,Ene,Quindío,13 a 24 Meses,24,19
1,2015,Ene,Quindío,25 a 36 Meses,12,19
1,2015,Ene,Quindío,37 a 60 Meses,6,19
1,2015,Ene,Quindío,Mayor a 60 meses,0,19
1,2015,Ene,Quindío,No especifica experiencia,74,19
1,2015,Ene,Risaralda,Sin Experiencia,208,20
1,2015,Ene,Risaralda,1 a 6 Meses,0,20
1,2015,Ene,Risaralda,7 a 12 Meses,244,20
1,2015,Ene,Risaralda,13 a 24 Meses,76,20
1,2015,Ene,Risaralda,25 a 36 Meses,27,20
1,2015,Ene,Risaralda,37 a 60 Meses,9,20
1,2015,Ene,Risaralda,Mayor a 60 meses,1,20
1,2015,Ene,Risaralda,No especifica experiencia,24,20
1,2015,Ene,"Archipiélago de San Andrés, Providencia y Santa Catalina",Sin Experiencia,3,28
1,2015,Ene,"Archipiélago de San Andrés, Providencia y Santa Catalina",1 a 6 Meses,0,28
1,2015,Ene,"Archipiélago de San Andrés, Providencia y Santa Catalina",7 a 12 Meses,10,28
1,2015,Ene,"Archipiélago de San Andrés, Providencia y Santa Catalina",13 a 24 Meses,0,28
1,2015,Ene,"Archipiélago de San Andrés, Providencia y Santa Catalina",25 a 36 Meses,0,28
1,2015,Ene,"Archipiélago de San Andrés, Providencia y Santa Catalina",37 a 60 Meses,0,28
1,2015,Ene,"Archipiélago de San Andrés, Providencia y Santa Catalina",Mayor a 60 meses,0,28
1,2015,Ene,"Archipiélago de San Andrés, Providencia y Santa Catalina",No especifica experiencia,1,28
1,2015,Ene,Santander,Sin Experiencia,437,21
1,2015,Ene,Santander,1 a 6 Meses,0,21
1,2015,Ene,Santander,7 a 12 Meses,466,21
1,2015,Ene,Santander,13 a 24 Meses,186,21
1,2015,Ene,Santander,25 a 36 Meses,104,21
1,2015,Ene,Santander,37 a 60 Meses,37,21
1,2015,Ene,Santander,Mayor a 60 meses,12,21
1,2015,Ene,Santander,No especifica experiencia,84,21
1,2015,Ene,Sucre,Sin Experiencia,16,22
1,2015,Ene,Sucre,1 a 6 Meses,0,22
1,2015,Ene,Sucre,7 a 12 Meses,46,22
1,2015,Ene,Sucre,13 a 24 Meses,11,22
1,2015,Ene,Sucre,25 a 36 Meses,8,22
1,2015,Ene,Sucre,37 a 60 Meses,2,22
1,2015,Ene,Sucre,Mayor a 60 meses,2,22
1,2015,Ene,Sucre,No especifica experiencia,3,22
1,2015,Ene,Tolima,Sin Experiencia,81,23
1,2015,Ene,Tolima,1 a 6 Meses,0,23
1,2015,Ene,Tolima,7 a 12 Meses,196,23
1,2015,Ene,Tolima,13 a 24 Meses,46,23
1,2015,Ene,Tolima,25 a 36 Meses,34,23
1,2015,Ene,Tolima,37 a 60 Meses,21,23
1,2015,Ene,Tolima,Mayor a 60 meses,9,23
1,2015,Ene,Tolima,No especifica experiencia,207,23
1,2015,Ene,Valle del Cauca,Sin Experiencia,854,24
1,2015,Ene,Valle del Cauca,1 a 6 Meses,0,24
1,2015,Ene,Valle del Cauca,7 a 12 Meses,1094,24
1,2015,Ene,Valle del Cauca,13 a 24 Meses,555,24
1,2015,Ene,Valle del Cauca,25 a 36 Meses,250,24
1,2015,Ene,Valle del Cauca,37 a 60 Meses,121,24
1,2015,Ene,Valle del Cauca,Mayor a 60 meses,30,24
1,2015,Ene,Valle del Cauca,No especifica experiencia,43,24
1,2015,Ene,Vaupés,Sin Experiencia,0,32
1,2015,Ene,Vaupés,1 a 6 Meses,0,32
1,2015,Ene,Vaupés,7 a 12 Meses,2,32
1,2015,Ene,Vaupés,13 a 24 Meses,0,32
1,2015,Ene,Vaupés,25 a 36 Meses,0,32
1,2015,Ene,Vaupés,37 a 60 Meses,0,32
1,2015,Ene,Vaupés,Mayor a 60 meses,0,32
1,2015,Ene,Vaupés,No especifica experiencia,0,32
1,2015,Ene,Vichada,Sin Experiencia,1,33
1,2015,Ene,Vichada,1 a 6 Meses,0,33
1,2015,Ene,Vichada,7 a 12 Meses,0,33
1,2015,Ene,Vichada,13 a 24 Meses,0,33
1,2015,Ene,Vichada,25 a 36 Meses,0,33
1,2015,Ene,Vichada,37 a 60 Meses,0,33
1,2015,Ene,Vichada,Mayor a 60 meses,0,33
1,2015,Ene,Vichada,No especifica experiencia,0,33
2,2015,Feb,Amazonas,Sin Experiencia,5,29
2,2015,Feb,Amazonas,1 a 6 Meses,0,29
2,2015,Feb,Amazonas,7 a 12 Meses,8,29
2,2015,Feb,Amazonas,13 a 24 Meses,2,29
2,2015,Feb,Amazonas,25 a 36 Meses,0,29
2,2015,Feb,Amazonas,37 a 60 Meses,1,29
2,2015,Feb,Amazonas,Mayor a 60 meses,3,29
2,2015,Feb,Amazonas,No especifica experiencia,3,29
2,2015,Feb,Antioquia,Sin Experiencia,899,1
2,2015,Feb,Antioquia,1 a 6 Meses,0,1
2,2015,Feb,Antioquia,7 a 12 Meses,1462,1
2,2015,Feb,Antioquia,13 a 24 Meses,631,1
2,2015,Feb,Antioquia,25 a 36 Meses,312,1
2,2015,Feb,Antioquia,37 a 60 Meses,182,1
2,2015,Feb,Antioquia,Mayor a 60 meses,41,1
2,2015,Feb,Antioquia,No especifica experiencia,372,1
2,2015,Feb,Arauca,Sin Experiencia,26,25
2,2015,Feb,Arauca,1 a 6 Meses,0,25
2,2015,Feb,Arauca,7 a 12 Meses,7,25
2,2015,Feb,Arauca,13 a 24 Meses,2,25
2,2015,Feb,Arauca,25 a 36 Meses,0,25
2,2015,Feb,Arauca,37 a 60 Meses,0,25
2,2015,Feb,Arauca,Mayor a 60 meses,2,25
2,2015,Feb,Arauca,No especifica experiencia,1,25
2,2015,Feb,Atlántico,Sin Experiencia,348,2
2,2015,Feb,Atlántico,1 a 6 Meses,0,2
2,2015,Feb,Atlántico,7 a 12 Meses,415,2
2,2015,Feb,Atlántico,13 a 24 Meses,233,2
2,2015,Feb,Atlántico,25 a 36 Meses,106,2
2,2015,Feb,Atlántico,37 a 60 Meses,65,2
2,2015,Feb,Atlántico,Mayor a 60 meses,26,2
2,2015,Feb,Atlántico,No especifica experiencia,158,2
2,2015,Feb,Bogotá D.C.,Sin Experiencia,6310,3
2,2015,Feb,Bogotá D.C.,1 a 6 Meses,0,3
2,2015,Feb,Bogotá D.C.,7 a 12 Meses,14929,3
2,2015,Feb,Bogotá D.C.,13 a 24 Meses,4634,3
2,2015,Feb,Bogotá D.C.,25 a 36 Meses,2121,3
2,2015,Feb,Bogotá D.C.,37 a 60 Meses,1354,3
2,2015,Feb,Bogotá D.C.,Mayor a 60 meses,441,3
2,2015,Feb,Bogotá D.C.,No especifica experiencia,1079,3
2,2015,Feb,Bolívar,Sin Experiencia,80,4
2,2015,Feb,Bolívar,1 a 6 Meses,0,4
2,2015,Feb,Bolívar,7 a 12 Meses,217,4
2,2015,Feb,Bolívar,13 a 24 Meses,109,4
2,2015,Feb,Bolívar,25 a 36 Meses,56,4
2,2015,Feb,Bolívar,37 a 60 Meses,26,4
2,2015,Feb,Bolívar,Mayor a 60 meses,9,4
2,2015,Feb,Bolívar,No especifica experiencia,259,4
2,2015,Feb,Boyacá,Sin Experiencia,72,5
2,2015,Feb,Boyacá,1 a 6 Meses,0,5
2,2015,Feb,Boyacá,7 a 12 Meses,142,5
2,2015,Feb,Boyacá,13 a 24 Meses,33,5
2,2015,Feb,Boyacá,25 a 36 Meses,13,5
2,2015,Feb,Boyacá,37 a 60 Meses,7,5
2,2015,Feb,Boyacá,Mayor a 60 meses,3,5
2,2015,Feb,Boyacá,No especifica experiencia,1,5
2,2015,Feb,Caldas,Sin Experiencia,122,6
2,2015,Feb,Caldas,1 a 6 Meses,0,6
2,2015,Feb,Caldas,7 a 12 Meses,100,6
2,2015,Feb,Caldas,13 a 24 Meses,41,6
2,2015,Feb,Caldas,25 a 36 Meses,20,6
2,2015,Feb,Caldas,37 a 60 Meses,9,6
2,2015,Feb,Caldas,Mayor a 60 meses,1,6
2,2015,Feb,Caldas,No especifica experiencia,16,6
2,2015,Feb,Caquetá,Sin Experiencia,20,7
2,2015,Feb,Caquetá,1 a 6 Meses,0,7
2,2015,Feb,Caquetá,7 a 12 Meses,22,7
2,2015,Feb,Caquetá,13 a 24 Meses,5,7
2,2015,Feb,Caquetá,25 a 36 Meses,4,7
2,2015,Feb,Caquetá,37 a 60 Meses,2,7
2,2015,Feb,Caquetá,Mayor a 60 meses,0,7
2,2015,Feb,Caquetá,No especifica experiencia,5,7
2,2015,Feb,Casanare,Sin Experiencia,146,26
2,2015,Feb,Casanare,1 a 6 Meses,0,26
2,2015,Feb,Casanare,7 a 12 Meses,67,26
2,2015,Feb,Casanare,13 a 24 Meses,18,26
2,2015,Feb,Casanare,25 a 36 Meses,9,26
2,2015,Feb,Casanare,37 a 60 Meses,9,26
2,2015,Feb,Casanare,Mayor a 60 meses,11,26
2,2015,Feb,Casanare,No especifica experiencia,2,26
2,2015,Feb,Cauca,Sin Experiencia,13,8
2,2015,Feb,Cauca,1 a 6 Meses,0,8
2,2015,Feb,Cauca,7 a 12 Meses,68,8
2,2015,Feb,Cauca,13 a 24 Meses,24,8
2,2015,Feb,Cauca,25 a 36 Meses,17,8
2,2015,Feb,Cauca,37 a 60 Meses,6,8
2,2015,Feb,Cauca,Mayor a 60 meses,1,8
2,2015,Feb,Cauca,No especifica experiencia,143,8
2,2015,Feb,Cesar,Sin Experiencia,16,9
2,2015,Feb,Cesar,1 a 6 Meses,0,9
2,2015,Feb,Cesar,7 a 12 Meses,91,9
2,2015,Feb,Cesar,13 a 24 Meses,33,9
2,2015,Feb,Cesar,25 a 36 Meses,17,9
2,2015,Feb,Cesar,37 a 60 Meses,12,9
2,2015,Feb,Cesar,Mayor a 60 meses,3,9
2,2015,Feb,Cesar,No especifica experiencia,86,9
2,2015,Feb,Chocó,Sin Experiencia,3,12
2,2015,Feb,Chocó,1 a 6 Meses,0,12
2,2015,Feb,Chocó,7 a 12 Meses,13,12
2,2015,Feb,Chocó,13 a 24 Meses,4,12
2,2015,Feb,Chocó,25 a 36 Meses,1,12
2,2015,Feb,Chocó,37 a 60 Meses,1,12
2,2015,Feb,Chocó,Mayor a 60 meses,0,12
2,2015,Feb,Chocó,No especifica experiencia,20,12
2,2015,Feb,Córdoba,Sin Experiencia,59,10
2,2015,Feb,Córdoba,1 a 6 Meses,0,10
2,2015,Feb,Córdoba,7 a 12 Meses,69,10
2,2015,Feb,Córdoba,13 a 24 Meses,49,10
2,2015,Feb,Córdoba,25 a 36 Meses,14,10
2,2015,Feb,Córdoba,37 a 60 Meses,6,10
2,2015,Feb,Córdoba,Mayor a 60 meses,3,10
2,2015,Feb,Córdoba,No especifica experiencia,16,10
2,2015,Feb,Cundinamarca,Sin Experiencia,412,11
2,2015,Feb,Cundinamarca,1 a 6 Meses,0,11
2,2015,Feb,Cundinamarca,7 a 12 Meses,542,11
2,2015,Feb,Cundinamarca,13 a 24 Meses,120,11
2,2015,Feb,Cundinamarca,25 a 36 Meses,52,11
2,2015,Feb,Cundinamarca,37 a 60 Meses,17,11
2,2015,Feb,Cundinamarca,Mayor a 60 meses,6,11
2,2015,Feb,Cundinamarca,No especifica experiencia,56,11
2,2015,Feb,Guainía,Sin Experiencia,0,30
2,2015,Feb,Guainía,1 a 6 Meses,0,30
2,2015,Feb,Guainía,7 a 12 Meses,5,30
2,2015,Feb,Guainía,13 a 24 Meses,0,30
2,2015,Feb,Guainía,25 a 36 Meses,0,30
2,2015,Feb,Guainía,37 a 60 Meses,0,30
2,2015,Feb,Guainía,Mayor a 60 meses,0,30
2,2015,Feb,Guainía,No especifica experiencia,0,30
2,2015,Feb,Guaviare,Sin Experiencia,1,31
2,2015,Feb,Guaviare,1 a 6 Meses,0,31
2,2015,Feb,Guaviare,7 a 12 Meses,2,31
2,2015,Feb,Guaviare,13 a 24 Meses,0,31
2,2015,Feb,Guaviare,25 a 36 Meses,0,31
2,2015,Feb,Guaviare,37 a 60 Meses,0,31
2,2015,Feb,Guaviare,Mayor a 60 meses,0,31
2,2015,Feb,Guaviare,No especifica experiencia,0,31
2,2015,Feb,Huila,Sin Experiencia,49,13
2,2015,Feb,Huila,1 a 6 Meses,0,13
2,2015,Feb,Huila,7 a 12 Meses,108,13
2,2015,Feb,Huila,13 a 24 Meses,50,13
2,2015,Feb,Huila,25 a 36 Meses,15,13
2,2015,Feb,Huila,37 a 60 Meses,4,13
2,2015,Feb,Huila,Mayor a 60 meses,0,13
2,2015,Feb,Huila,No especifica experiencia,173,13
2,2015,Feb,La Guajira,Sin Experiencia,14,14
2,2015,Feb,La Guajira,1 a 6 Meses,0,14
2,2015,Feb,La Guajira,7 a 12 Meses,36,14
2,2015,Feb,La Guajira,13 a 24 Meses,12,14
2,2015,Feb,La Guajira,25 a 36 Meses,21,14
2,2015,Feb,La Guajira,37 a 60 Meses,33,14
2,2015,Feb,La Guajira,Mayor a 60 meses,15,14
2,2015,Feb,La Guajira,No especifica experiencia,34,14
2,2015,Feb,Magdalena,Sin Experiencia,29,15
2,2015,Feb,Magdalena,1 a 6 Meses,0,15
2,2015,Feb,Magdalena,7 a 12 Meses,79,15
2,2015,Feb,Magdalena,13 a 24 Meses,36,15
2,2015,Feb,Magdalena,25 a 36 Meses,8,15
2,2015,Feb,Magdalena,37 a 60 Meses,11,15
2,2015,Feb,Magdalena,Mayor a 60 meses,6,15
2,2015,Feb,Magdalena,No especifica experiencia,13,15
2,2015,Feb,Meta,Sin Experiencia,592,16
2,2015,Feb,Meta,1 a 6 Meses,0,16
2,2015,Feb,Meta,7 a 12 Meses,237,16
2,2015,Feb,Meta,13 a 24 Meses,90,16
2,2015,Feb,Meta,25 a 36 Meses,47,16
2,2015,Feb,Meta,37 a 60 Meses,12,16
2,2015,Feb,Meta,Mayor a 60 meses,10,16
2,2015,Feb,Meta,No especifica experiencia,10,16
2,2015,Feb,Nariño,Sin Experiencia,11,17
2,2015,Feb,Nariño,1 a 6 Meses,0,17
2,2015,Feb,Nariño,7 a 12 Meses,81,17
2,2015,Feb,Nariño,13 a 24 Meses,27,17
2,2015,Feb,Nariño,25 a 36 Meses,8,17
2,2015,Feb,Nariño,37 a 60 Meses,8,17
2,2015,Feb,Nariño,Mayor a 60 meses,3,17
2,2015,Feb,Nariño,No especifica experiencia,50,17
2,2015,Feb,Norte de Santander,Sin Experiencia,85,18
2,2015,Feb,Norte de Santander,1 a 6 Meses,0,18
2,2015,Feb,Norte de Santander,7 a 12 Meses,95,18
2,2015,Feb,Norte de Santander,13 a 24 Meses,42,18
2,2015,Feb,Norte de Santander,25 a 36 Meses,17,18
2,2015,Feb,Norte de Santander,37 a 60 Meses,6,18
2,2015,Feb,Norte de Santander,Mayor a 60 meses,5,18
2,2015,Feb,Norte de Santander,No especifica experiencia,173,18
2,2015,Feb,Putumayo,Sin Experiencia,16,27
2,2015,Feb,Putumayo,1 a 6 Meses,0,27
2,2015,Feb,Putumayo,7 a 12 Meses,12,27
2,2015,Feb,Putumayo,13 a 24 Meses,1,27
2,2015,Feb,Putumayo,25 a 36 Meses,3,27
2,2015,Feb,Putumayo,37 a 60 Meses,1,27
2,2015,Feb,Putumayo,Mayor a 60 meses,0,27
2,2015,Feb,Putumayo,No especifica experiencia,0,27
2,2015,Feb,Quindío,Sin Experiencia,23,19
2,2015,Feb,Quindío,1 a 6 Meses,0,19
2,2015,Feb,Quindío,7 a 12 Meses,77,19
2,2015,Feb,Quindío,13 a 24 Meses,23,19
2,2015,Feb,Quindío,25 a 36 Meses,14,19
2,2015,Feb,Quindío,37 a 60 Meses,3,19
2,2015,Feb,Quindío,Mayor a 60 meses,7,19
2,2015,Feb,Quindío,No especifica experiencia,28,19
2,2015,Feb,Risaralda,Sin Experiencia,164,20
2,2015,Feb,Risaralda,1 a 6 Meses,0,20
2,2015,Feb,Risaralda,7 a 12 Meses,200,20
2,2015,Feb,Risaralda,13 a 24 Meses,68,20
2,2015,Feb,Risaralda,25 a 36 Meses,22,20
2,2015,Feb,Risaralda,37 a 60 Meses,8,20
2,2015,Feb,Risaralda,Mayor a 60 meses,0,20
2,2015,Feb,Risaralda,No especifica experiencia,14,20
2,2015,Feb,"Archipiélago de San Andrés, Providencia y Santa Catalina",Sin Experiencia,8,28
2,2015,Feb,"Archipiélago de San Andrés, Providencia y Santa Catalina",1 a 6 Meses,0,28
2,2015,Feb,"Archipiélago de San Andrés, Providencia y Santa Catalina",7 a 12 Meses,13,28
2,2015,Feb,"Archipiélago de San Andrés, Providencia y Santa Catalina",13 a 24 Meses,3,28
2,2015,Feb,"Archipiélago de San Andrés, Providencia y Santa Catalina",25 a 36 Meses,1,28
